Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes	Source_file
				HSV-1 seropositivity for Herpes Simplex virus-1			23050									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23050		ukb_20190412.tsv
				HSV-2 seropositivity for Herpes Simplex virus-2			23051									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23051		ukb_20190412.tsv
				VZV seropositivity for Varicella Zoster Virus 			23052									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23052		ukb_20190412.tsv
				EBV seropositivity for Epstein-Barr Virus			23053									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23053		ukb_20190412.tsv
				CMV seropositivity for Human Cytomegalovirus			23054									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23054		ukb_20190412.tsv
				HHV-6 overall seropositivity for Human Herpesvirus-6			23055									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23055		ukb_20190412.tsv
				HHV-6A seropositivity for Human Herpesvirus-6			23056									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23056		ukb_20190412.tsv
				HHV-6B seropositivity for Human Herpesvirus-6			23057									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23057		ukb_20190412.tsv
				HHV-7 seropositivity for Human Herpesvirus-7			23058									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23058		ukb_20190412.tsv
				KSHV seropositivity for Kaposi's Sarcoma-Associated Herpesvirus			23059									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23059		ukb_20190412.tsv
				HBV seropositivity for Hepatitis B Virus			23060									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23060		ukb_20190412.tsv
				HCV seropositivity for Hepatitis C Virus			23061									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23061		ukb_20190412.tsv
				T. gondii seropositivity for Toxoplasma gondii			23062									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23062		ukb_20190412.tsv
				HTLV-1 seropositivity for Human T-Lymphotropic Virus 1			23063									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23063		ukb_20190412.tsv
				HIV-1 seropositivity for Human Immunodeficiency Virus			23064									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23064		ukb_20190412.tsv
				BKV seropositivity for Human Polyomavirus BKV			23065									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23065		ukb_20190412.tsv
				JCV seropositivity for Human Polyomavirus JCV			23066									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23066		ukb_20190412.tsv
				MCV seropositivity for Merkel Cell Polyomavirus			23067									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23067		ukb_20190412.tsv
				HPV 16 Definition I seropositivity for Human Papillomavirus type-16			23068									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23068		ukb_20190412.tsv
				HPV 18 seropositivity for Human Papillomavirus type-18			23069									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23069		ukb_20190412.tsv
				C. trachomatis Definition I seropositivity for Chlamydia trachomatis			23070									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23070		ukb_20190412.tsv
				C. trachomatis Definition II seropositivity for Chlamydia trachomatis			23071									7620	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23071		ukb_20190412.tsv
				H. pylori Definition I seropositivity for Helicobacter pylori			23073									4898	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23073		ukb_20190412.tsv
				H. pylori Definition II seropositivity for Helicobacter pylori			23074									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23074		ukb_20190412.tsv
				HPV 16 Definition II seropositivity for Human Papillomavirus type-16			23075									9691	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23075		ukb_20190412.tsv
				Albumin			30600									432359	Accruing	Continuous	g/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30600		ukb_20190412.tsv
				Albumin assay date			30601									474806	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30601		ukb_20190412.tsv
				Albumin aliquot			30602									474597	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30602		ukb_20190412.tsv
				Albumin correction level			30603									432359	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30603		ukb_20190412.tsv
				Albumin correction reason			30604									432359	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30604		ukb_20190412.tsv
				Albumin missing reason			30605									65194	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30605		ukb_20190412.tsv
				Albumin reportability			30606									432374	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30606		ukb_20190412.tsv
				Alkaline phosphatase			30610									470883	Accruing	Continuous	U/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30610		ukb_20190412.tsv
				Alkaline phosphatase assay date			30611									474862	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30611		ukb_20190412.tsv
				Alkaline phosphatase aliquot			30612									474653	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30612		ukb_20190412.tsv
				Alkaline phosphatase correction level			30613									470883	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30613		ukb_20190412.tsv
				Alkaline phosphatase correction reason			30614									470883	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30614		ukb_20190412.tsv
				Alkaline phosphatase missing reason			30615									23879	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30615		ukb_20190412.tsv
				Alkaline phosphatase reportability			30616									470929	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30616		ukb_20190412.tsv
				Alanine aminotransferase			30620									470682	Accruing	Continuous	U/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30620		ukb_20190412.tsv
				Alanine aminotransferase assay date			30621									474922	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30621		ukb_20190412.tsv
				Alanine aminotransferase aliquot			30622									474713	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30622		ukb_20190412.tsv
				Alanine aminotransferase correction level			30623									470682	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30623		ukb_20190412.tsv
				Alanine aminotransferase correction reason			30624									470682	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30624		ukb_20190412.tsv
				Alanine aminotransferase missing reason			30625									24084	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30625		ukb_20190412.tsv
				Alanine aminotransferase reportability			30626									470748	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30626		ukb_20190412.tsv
				Apolipoprotein A			30630									429811	Accruing	Continuous	g/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30630		ukb_20190412.tsv
				Apolipoprotein A assay date			30631									474176	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30631		ukb_20190412.tsv
				Apolipoprotein A aliquot			30632									473967	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30632		ukb_20190412.tsv
				Apolipoprotein A correction level			30633									429811	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30633		ukb_20190412.tsv
				Apolipoprotein A correction reason			30634									429811	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30634		ukb_20190412.tsv
				Apolipoprotein A missing reason			30635									67821	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30635		ukb_20190412.tsv
				Apolipoprotein A reportability			30636									431543	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30636		ukb_20190412.tsv
				Apolipoprotein B			30640									468537	Accruing	Continuous	g/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30640		ukb_20190412.tsv
				Apolipoprotein B assay date			30641									474642	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30641		ukb_20190412.tsv
				Apolipoprotein B aliquot			30642									474434	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30642		ukb_20190412.tsv
				Apolipoprotein B correction level			30643									468537	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30643		ukb_20190412.tsv
				Apolipoprotein B correction reason			30644									468537	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30644		ukb_20190412.tsv
				Apolipoprotein B missing reason			30645									26329	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30645		ukb_20190412.tsv
				Apolipoprotein B reportability			30646									469689	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30646		ukb_20190412.tsv
				Aspartate aminotransferase			30650									469133	Accruing	Continuous	U/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30650		ukb_20190412.tsv
				Aspartate aminotransferase assay date			30651									474903	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30651		ukb_20190412.tsv
				Aspartate aminotransferase aliquot			30652									474694	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30652		ukb_20190412.tsv
				Aspartate aminotransferase correction level			30653									469133	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30653		ukb_20190412.tsv
				Aspartate aminotransferase correction reason			30654									469133	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30654		ukb_20190412.tsv
				Aspartate aminotransferase missing reason			30655									25740	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30655		ukb_20190412.tsv
				Aspartate aminotransferase reportability			30656									469147	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30656		ukb_20190412.tsv
				Direct bilirubin			30660									401049	Accruing	Continuous	umol/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30660		ukb_20190412.tsv
				Direct bilirubin assay date			30661									474422	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30661		ukb_20190412.tsv
				Direct bilirubin aliquot			30662									474213	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30662		ukb_20190412.tsv
				Direct bilirubin correction level			30663									401049	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30663		ukb_20190412.tsv
				Direct bilirubin correction reason			30664									401049	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30664		ukb_20190412.tsv
				Direct bilirubin missing reason			30665									96310	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30665		ukb_20190412.tsv
				Direct bilirubin reportability			30666									469272	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30666		ukb_20190412.tsv
				Urea			30670									470562	Accruing	Continuous	mmol/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30670		ukb_20190412.tsv
				Urea assay date			30671									474589	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30671		ukb_20190412.tsv
				Urea aliquot			30672									474380	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30672		ukb_20190412.tsv
				Urea correction level			30673									470562	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30673		ukb_20190412.tsv
				Urea correction reason			30674									470562	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30674		ukb_20190412.tsv
				Urea missing reason			30675									24228	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30675		ukb_20190412.tsv
				Urea reportability			30676									470572	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30676		ukb_20190412.tsv
				Calcium			30680									432211	Accruing	Continuous	mmol/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30680		ukb_20190412.tsv
				Calcium assay date			30681									474432	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30681		ukb_20190412.tsv
				Calcium aliquot			30682									474223	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30682		ukb_20190412.tsv
				Calcium correction level			30683									432211	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30683		ukb_20190412.tsv
				Calcium correction reason			30684									432211	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30684		ukb_20190412.tsv
				Calcium missing reason			30685									65344	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30685		ukb_20190412.tsv
				Calcium reportability			30686									432269	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30686		ukb_20190412.tsv
				Cholesterol			30690									470870	Accruing	Continuous	mmol/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30690		ukb_20190412.tsv
				Cholesterol assay date			30691									474841	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30691		ukb_20190412.tsv
				Cholesterol aliquot			30692									474632	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30692		ukb_20190412.tsv
				Cholesterol correction level			30693									470870	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30693		ukb_20190412.tsv
				Cholesterol correction reason			30694									470870	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30694		ukb_20190412.tsv
				Cholesterol missing reason			30695									23885	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30695		ukb_20190412.tsv
				Cholesterol reportability			30696									470877	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30696		ukb_20190412.tsv
				Creatinine			30700									470647	Accruing	Continuous	umol/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30700		ukb_20190412.tsv
				Creatinine assay date			30701									474598	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30701		ukb_20190412.tsv
				Creatinine aliquot			30702									474389	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30702		ukb_20190412.tsv
				Creatinine correction level			30703									470647	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30703		ukb_20190412.tsv
				Creatinine correction reason			30704									470647	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30704		ukb_20190412.tsv
				Creatinine missing reason			30705									24150	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30705		ukb_20190412.tsv
				Creatinine reportability			30706									470647	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30706		ukb_20190412.tsv
				C-reactive protein			30710									469881	Accruing	Continuous	mg/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30710		ukb_20190412.tsv
				C-reactive protein assay date			30711									474450	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30711		ukb_20190412.tsv
				C-reactive protein aliquot			30712									474241	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30712		ukb_20190412.tsv
				C-reactive protein correction level			30713									469881	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30713		ukb_20190412.tsv
				C-reactive protein correction reason			30714									469881	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30714		ukb_20190412.tsv
				C-reactive protein missing reason			30715									24942	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30715		ukb_20190412.tsv
				C-reactive protein reportability			30716									470287	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30716		ukb_20190412.tsv
				Cystatin C			30720									470841	Accruing	Continuous	mg/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30720		ukb_20190412.tsv
				Cystatin C assay date			30721									474759	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30721		ukb_20190412.tsv
				Cystatin C aliquot			30722									474549	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30722		ukb_20190412.tsv
				Cystatin C correction level			30723									470841	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30723		ukb_20190412.tsv
				Cystatin C correction reason			30724									470841	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30724		ukb_20190412.tsv
				Cystatin C missing reason			30725									23928	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30725		ukb_20190412.tsv
				Cystatin C reportability			30726									470856	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30726		ukb_20190412.tsv
				Gamma glutamyltransferase			30730									470628	Accruing	Continuous	U/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30730		ukb_20190412.tsv
				Gamma glutamyltransferase assay date			30731									474740	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30731		ukb_20190412.tsv
				Gamma glutamyltransferase aliquot			30732									474531	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30732		ukb_20190412.tsv
				Gamma glutamyltransferase correction level			30733									470628	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30733		ukb_20190412.tsv
				Gamma glutamyltransferase correction reason			30734									470628	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30734		ukb_20190412.tsv
				Gamma glutamyltransferase missing reason			30735									24146	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30735		ukb_20190412.tsv
				Gamma glutamyltransferase reportability			30736									470722	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30736		ukb_20190412.tsv
				Glucose			30740									431865	Accruing	Continuous	mmol/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30740		ukb_20190412.tsv
				Glucose assay date			30741									474171	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30741		ukb_20190412.tsv
				Glucose aliquot			30742									473962	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30742		ukb_20190412.tsv
				Glucose correction level			30743									431865	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30743		ukb_20190412.tsv
				Glucose correction reason			30744									431865	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30744		ukb_20190412.tsv
				Glucose missing reason			30745									65708	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30745		ukb_20190412.tsv
				Glucose reportability			30746									431873	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30746		ukb_20190412.tsv
				Glycated haemoglobin (HbA1c)			30750									467936	Accruing	Continuous	mmol/mol	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30750		ukb_20190412.tsv
				Glycated haemoglobin (HbA1c) assay date			30751									483371	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30751		ukb_20190412.tsv
				Glycated haemoglobin (HbA1c) correction level			30753									467936	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30753		ukb_20190412.tsv
				Glycated haemoglobin (HbA1c) correction reason			30754									467936	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30754		ukb_20190412.tsv
				Glycated haemoglobin (HbA1c) missing reason			30755									30399	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30755		ukb_20190412.tsv
				Glycated haemoglobin (HbA1c) reportability			30756									468131	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30756		ukb_20190412.tsv
				HDL cholesterol			30760									432156	Accruing	Continuous	mmol/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30760		ukb_20190412.tsv
				HDL cholesterol assay date			30761									474677	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30761		ukb_20190412.tsv
				HDL cholesterol aliquot			30762									474468	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30762		ukb_20190412.tsv
				HDL cholesterol correction level			30763									432156	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30763		ukb_20190412.tsv
				HDL cholesterol correction reason			30764									432156	Accruing	Categorical single		Auxiliary	Unisex	2	1	305	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30764		ukb_20190412.tsv
				HDL cholesterol missing reason			30765									65395	Accruing	Categorical single		Auxiliary	Unisex	2	1	782	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30765		ukb_20190412.tsv
				HDL cholesterol reportability			30766									432162	Accruing	Categorical single		Auxiliary	Unisex	2	1	4917	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30766		ukb_20190412.tsv
				IGF-1			30770									468409	Accruing	Continuous	nmol/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30770		ukb_20190412.tsv
