ICD10	Long descriptor of ICD	GBE Name	Controls	Cases	Source	Data field	Disease group	GBE ID
N03	chronic nephritic syndrome 	TTE_chronic_nephritic_syndrome	501296	1248	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132004.0.0.phe	132004	Genitourinary system disorders	HC1288
N04	nephrotic syndrome 	TTE_nephrotic_syndrome	502210	334	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132006.0.0.phe	132006	Genitourinary system disorders	HC1289
N05	unspecified nephritic syndrome 	TTE_unspecified_nephritic_syndrome	501850	694	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132008.0.0.phe	132008	Genitourinary system disorders	HC1290
N06	isolated proteinuria with specified morphological lesion 	TTE_isolated_proteinuria_with_specified_morphological_lesion	502527	17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132010.0.0.phe	132010	Genitourinary system disorders	HC1291
N07	hereditary nephropathy, not elsewhere classified 	TTE_hereditary_nephropathy,_not_elsewhere_classified	502532	12	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132012.0.0.phe	132012	Genitourinary system disorders	HC1292
N08	glomerular disorders in diseases classified elsewhere 	TTE_glomerular_disorders_in_diseases_classified_elsewhere	501778	766	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132014.0.0.phe	132014	Genitourinary system disorders	HC1293
N10	acute tubulo-interstitial nephritis 	TTE_acute_tubulo-interstitial_nephritis	501078	1466	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132016.0.0.phe	132016	Genitourinary system disorders	HC1294
N11	chronic tubulo-interstitial nephritis 	TTE_chronic_tubulo-interstitial_nephritis	502255	289	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132018.0.0.phe	132018	Genitourinary system disorders	HC1295
N12	tubulo-interstitial nephritis, not specified as acute or chronic 	TTE_tubulo-interstitial_nephritis,_not_specified_as_acute_or_chronic	500719	1825	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132020.0.0.phe	132020	Genitourinary system disorders	HC1296
N13	obstructive and reflux uropathy 	TTE_obstructive_and_reflux_uropathy	498166	4378	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132022.0.0.phe	132022	Genitourinary system disorders	HC1297
N14	drug- and heavy-metal-induced tubulo-interstitial and tubular conditions 	TTE_drug-_and_heavy-metal-induced_tubulo-interstitial_and_tubular_conditions	502485	59	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132024.0.0.phe	132024	Genitourinary system disorders	HC1298
N15	other renal tubulo-interstitial diseases 	TTE_other_renal_tubulo-interstitial_diseases	502376	168	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132026.0.0.phe	132026	Genitourinary system disorders	HC1299
N16	renal tubulo-interstitial disorders in diseases classified elsewhere 	TTE_renal_tubulo-interstitial_disorders_in_diseases_classified_elsewhere	502501	43	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132028.0.0.phe	132028	Genitourinary system disorders	HC1300
N17	acute renal failure 	TTE_acute_renal_failure	493031	9513	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132030.0.0.phe	132030	Genitourinary system disorders	HC1301
N18	chronic renal failure 	TTE_chronic_renal_failure	484545	17999	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132032.0.0.phe	132032	Genitourinary system disorders	HC1302
N19	unspecified renal failure 	TTE_unspecified_renal_failure	499423	3121	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132034.0.0.phe	132034	Genitourinary system disorders	HC1303
N20	calculus of kidney and ureter 	TTE_calculus_of_kidney_and_ureter	494978	7566	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132036.0.0.phe	132036	Genitourinary system disorders	HC1304
N21	calculus of lower urinary tract 	TTE_calculus_of_lower_urinary_tract	501355	1189	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132038.0.0.phe	132038	Genitourinary system disorders	HC1305
N22	calculus of urinary tract in diseases classified elsewhere 	TTE_calculus_of_urinary_tract_in_diseases_classified_elsewhere	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132040.0.0.phe	132040	Genitourinary system disorders	HC1306
N23	unspecified renal colic 	TTE_unspecified_renal_colic	497066	5478	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132042.0.0.phe	132042	Genitourinary system disorders	HC1307
N25	disorders resulting from impaired renal tubular function 	TTE_disorders_resulting_from_impaired_renal_tubular_function	502332	212	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132044.0.0.phe	132044	Genitourinary system disorders	HC1308
N26	unspecified contracted kidney 	TTE_unspecified_contracted_kidney	502298	246	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132046.0.0.phe	132046	Genitourinary system disorders	HC1309
N27	small kidney of unknown cause 	TTE_small_kidney_of_unknown_cause	502424	120	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132048.0.0.phe	132048	Genitourinary system disorders	HC1310
N28	other disorders of kidney and ureter, not elsewhere classified 	TTE_other_disorders_of_kidney_and_ureter,_not_elsewhere_classified	495817	6727	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132050.0.0.phe	132050	Genitourinary system disorders	HC1311
N29	other disorders of kidney and ureter in diseases classified elsewhere 	TTE_other_disorders_of_kidney_and_ureter_in_diseases_classified_elsewhere	502507	37	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132052.0.0.phe	132052	Genitourinary system disorders	HC1312
N30	cystitis 	TTE_cystitis	485131	17413	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132054.0.0.phe	132054	Genitourinary system disorders	HC1313
N31	neuromuscular dysfunction of bladder, not elsewhere classified 	TTE_neuromuscular_dysfunction_of_bladder,_not_elsewhere_classified	497674	4870	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132056.0.0.phe	132056	Genitourinary system disorders	HC1314
N32	other disorders of bladder 	TTE_other_disorders_of_bladder	485874	16670	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132058.0.0.phe	132058	Genitourinary system disorders	HC1315
N33	bladder disorders in diseases classified elsewhere 	TTE_bladder_disorders_in_diseases_classified_elsewhere	502537	7	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132060.0.0.phe	132060	Genitourinary system disorders	HC1316
N34	urethritis and urethral syndrome 	TTE_urethritis_and_urethral_syndrome	501433	1111	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132062.0.0.phe	132062	Genitourinary system disorders	HC1317
N35	urethral stricture 	TTE_urethral_stricture	497810	4734	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132064.0.0.phe	132064	Genitourinary system disorders	HC1318
N36	other disorders of urethra 	TTE_other_disorders_of_urethra	501127	1417	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132066.0.0.phe	132066	Genitourinary system disorders	HC1319
N37	urethral disorders in diseases classified elsewhere 	TTE_urethral_disorders_in_diseases_classified_elsewhere	502538	6	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132068.0.0.phe	132068	Genitourinary system disorders	HC1320
N39	other disorders of urinary system 	TTE_other_disorders_of_urinary_system	457713	44831	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132070.0.0.phe	132070	Genitourinary system disorders	HC1321
N40	hyperplasia of prostate 	TTE_hyperplasia_of_prostate	476659	25885	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132072.0.0.phe	132072	Genitourinary system disorders	HC1322
N41	inflammatory diseases of prostate 	TTE_inflammatory_diseases_of_prostate	498439	4105	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132074.0.0.phe	132074	Genitourinary system disorders	HC1323
N42	other disorders of prostate 	TTE_other_disorders_of_prostate	499617	2927	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132076.0.0.phe	132076	Genitourinary system disorders	HC1324
N43	hydrocele and spermatocele 	TTE_hydrocele_and_spermatocele	500263	2281	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132078.0.0.phe	132078	Genitourinary system disorders	HC1325
N44	torsion of testis 	TTE_torsion_of_testis	502313	231	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132080.0.0.phe	132080	Genitourinary system disorders	HC1326
N45	orchitis and epididymitis 	TTE_orchitis_and_epididymitis	499889	2655	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132082.0.0.phe	132082	Genitourinary system disorders	HC1327
N46	male infertility 	TTE_male_infertility	501951	593	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132084.0.0.phe	132084	Genitourinary system disorders	HC1328
N47	redundant prepuce, phimosis and paraphimosis 	TTE_redundant_prepuce,_phimosis_and_paraphimosis	499223	3321	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132086.0.0.phe	132086	Genitourinary system disorders	HC1329
N48	other disorders of penis 	TTE_other_disorders_of_penis	496228	6316	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132088.0.0.phe	132088	Genitourinary system disorders	HC1330
N49	inflammatory disorders of male genital organs, not elsewhere classified 	TTE_inflammatory_disorders_of_male_genital_organs,_not_elsewhere_classified	502087	457	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132090.0.0.phe	132090	Genitourinary system disorders	HC1331
N50	other disorders of male genital organs 	TTE_other_disorders_of_male_genital_organs	491365	11179	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132092.0.0.phe	132092	Genitourinary system disorders	HC1332
N51	disorders of male genital organs in diseases classified elsewhere 	TTE_disorders_of_male_genital_organs_in_diseases_classified_elsewhere	502507	37	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132094.0.0.phe	132094	Genitourinary system disorders	HC1333
N60	benign mammary dysplasia 	TTE_benign_mammary_dysplasia	490343	12201	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132096.0.0.phe	132096	Genitourinary system disorders	HC1334
N61	inflammatory disorders of breast 	TTE_inflammatory_disorders_of_breast	500591	1953	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132098.0.0.phe	132098	Genitourinary system disorders	HC1335
N62	hypertrophy of breast 	TTE_hypertrophy_of_breast	500497	2047	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132100.0.0.phe	132100	Genitourinary system disorders	HC1336
N63	unspecified lump in breast 	TTE_unspecified_lump_in_breast	486598	15946	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132102.0.0.phe	132102	Genitourinary system disorders	HC1337
N64	other disorders of breast 	TTE_other_disorders_of_breast	489213	13331	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132104.0.0.phe	132104	Genitourinary system disorders	HC1338
N70	salpingitis and oophoritis 	TTE_salpingitis_and_oophoritis	501474	1070	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132106.0.0.phe	132106	Genitourinary system disorders	HC1339
N71	inflammatory disease of uterus, except cervix 	TTE_inflammatory_disease_of_uterus,_except_cervix	502020	524	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132108.0.0.phe	132108	Genitourinary system disorders	HC1340
N72	inflammatory disease of cervix uteri 	TTE_inflammatory_disease_of_cervix_uteri	500488	2056	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132110.0.0.phe	132110	Genitourinary system disorders	HC1341
N73	other female pelvic inflammatory diseases 	TTE_other_female_pelvic_inflammatory_diseases	497813	4731	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132112.0.0.phe	132112	Genitourinary system disorders	HC1342
N74	female pelvic inflammatory disorders in diseases classified elsewhere 	TTE_female_pelvic_inflammatory_disorders_in_diseases_classified_elsewhere	502520	24	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132114.0.0.phe	132114	Genitourinary system disorders	HC1343
N75	diseases of bartholin's gland 	TTE_diseases_of_bartholin's_gland	500167	2377	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132116.0.0.phe	132116	Genitourinary system disorders	HC1344
N76	other inflammation of vagina and vulva 	TTE_other_inflammation_of_vagina_and_vulva	497608	4936	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132118.0.0.phe	132118	Genitourinary system disorders	HC1345
N77	vulvovaginal ulceration and inflammation in diseases classified elsewhere 	TTE_vulvovaginal_ulceration_and_inflammation_in_diseases_classified_elsewhere	502205	339	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132120.0.0.phe	132120	Genitourinary system disorders	HC1346
N80	endometriosis 	TTE_endometriosis	492931	9613	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132122.0.0.phe	132122	Genitourinary system disorders	HC1347
N81	female genital prolapse 	TTE_female_genital_prolapse	484743	17801	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132124.0.0.phe	132124	Genitourinary system disorders	HC1348
N82	fistulae involving female genital tract 	TTE_fistulae_involving_female_genital_tract	502268	276	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132126.0.0.phe	132126	Genitourinary system disorders	HC1349
N83	noninflammatory disorders of ovary, fallopian tube and broad ligament 	TTE_noninflammatory_disorders_of_ovary,_fallopian_tube_and_broad_ligament	490219	12325	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132128.0.0.phe	132128	Genitourinary system disorders	HC1350
N84	polyp of female genital tract 	TTE_polyp_of_female_genital_tract	485145	17399	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132130.0.0.phe	132130	Genitourinary system disorders	HC1351
N85	other noninflammatory disorders of uterus, except cervix 	TTE_other_noninflammatory_disorders_of_uterus,_except_cervix	494833	7711	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132132.0.0.phe	132132	Genitourinary system disorders	HC1352
N86	erosion and ectropion of cervix uteri 	TTE_erosion_and_ectropion_of_cervix_uteri	500513	2031	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132134.0.0.phe	132134	Genitourinary system disorders	HC1353
N87	dysplasia of cervix uteri 	TTE_dysplasia_of_cervix_uteri	495049	7495	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132136.0.0.phe	132136	Genitourinary system disorders	HC1354
N88	other noninflammatory disorders of cervix uteri 	TTE_other_noninflammatory_disorders_of_cervix_uteri	499650	2894	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132138.0.0.phe	132138	Genitourinary system disorders	HC1355
N89	other noninflammatory disorders of vagina 	TTE_other_noninflammatory_disorders_of_vagina	490135	12409	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132140.0.0.phe	132140	Genitourinary system disorders	HC1356
N90	other noninflammatory disorders of vulva and perineum 	TTE_other_noninflammatory_disorders_of_vulva_and_perineum	496369	6175	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132142.0.0.phe	132142	Genitourinary system disorders	HC1357
N91	absent, scanty and rare menstruation 	TTE_absent,_scanty_and_rare_menstruation	500089	2455	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132144.0.0.phe	132144	Genitourinary system disorders	HC1358
N92	excessive, frequent and irregular menstruation 	TTE_excessive,_frequent_and_irregular_menstruation	473001	29543	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132146.0.0.phe	132146	Genitourinary system disorders	HC1359
N93	other abnormal uterine and vaginal bleeding 	TTE_other_abnormal_uterine_and_vaginal_bleeding	491632	10912	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132148.0.0.phe	132148	Genitourinary system disorders	HC1360
N94	pain and other conditions associated with female genital organs and menstrual cycle	TTE_pain_and_other_conditions_associated_with_female_genital_organs_and_menstrual_cycle	490460	12084	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132150.0.0.phe	132150	Genitourinary system disorders	HC1361
N95	menopausal and other perimenopausal disorders 	TTE_menopausal_and_other_perimenopausal_disorders	465766	36778	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132152.0.0.phe	132152	Genitourinary system disorders	HC1362
N96	habitual aborter 	TTE_habitual_aborter	502511	33	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132154.0.0.phe	132154	Genitourinary system disorders	HC1363
N97	female infertility 	TTE_female_infertility	498442	4102	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132156.0.0.phe	132156	Genitourinary system disorders	HC1364
N98	complications associated with artificial fertilisation 	TTE_complications_associated_with_artificial_fertilisation	502481	63	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132158.0.0.phe	132158	Genitourinary system disorders	HC1365
N99	postprocedural disorders of genito-urinary system, not elsewhere classified 	TTE_postprocedural_disorders_of_genito-urinary_system,_not_elsewhere_classified	500928	1616	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132160.0.0.phe	132160	Genitourinary system disorders	HC1366
O00	ectopic pregnancy 	TTE_ectopic_pregnancy	501527	1017	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132162.0.0.phe	132162	Pregnancy, childbirth and the puerperium	HC1367
O01	hydatidiform mole 	TTE_hydatidiform_mole	502317	227	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132164.0.0.phe	132164	Pregnancy, childbirth and the puerperium	HC1368
O02	other abnormal products of conception 	TTE_other_abnormal_products_of_conception	500259	2285	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132166.0.0.phe	132166	Pregnancy, childbirth and the puerperium	HC1369
O03	spontaneous abortion 	TTE_spontaneous_abortion	496727	5817	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132168.0.0.phe	132168	Pregnancy, childbirth and the puerperium	HC1370
O04	medical abortion 	TTE_medical_abortion	498519	4025	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132170.0.0.phe	132170	Pregnancy, childbirth and the puerperium	HC1371
O05	other abortion 	TTE_other_abortion	502538	6	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132172.0.0.phe	132172	Pregnancy, childbirth and the puerperium	HC1372
O06	unspecified abortion 	TTE_unspecified_abortion	502032	512	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132174.0.0.phe	132174	Pregnancy, childbirth and the puerperium	HC1373
O07	failed attempted abortion 	TTE_failed_attempted_abortion	502521	23	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132176.0.0.phe	132176	Pregnancy, childbirth and the puerperium	HC1374
O08	complications following abortion and ectopic and molar pregnancy 	TTE_complications_following_abortion_and_ectopic_and_molar_pregnancy	502459	85	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132178.0.0.phe	132178	Pregnancy, childbirth and the puerperium	HC1375
O10	pre-existing hypertension complicating pregnancy, childbirth and the puerperium 	TTE_pre-existing_hypertension_complicating_pregnancy,_childbirth_and_the_puerperium	502415	129	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132180.0.0.phe	132180	Pregnancy, childbirth and the puerperium	HC1376
O11	pre-existing hypertensive disorder with superimposed proteinuria 	TTE_pre-existing_hypertensive_disorder_with_superimposed_proteinuria	502512	32	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132182.0.0.phe	132182	Pregnancy, childbirth and the puerperium	HC1377
O12	gestational [pregnancy-induced] oedema and proteinuria without hypertension 	TTE_gestational_[pregnancy-induced]_oedema_and_proteinuria_without_hypertension	502320	224	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132184.0.0.phe	132184	Pregnancy, childbirth and the puerperium	HC1378
O13	gestational [pregnancy-induced] hypertension without significant proteinuria 	TTE_gestational_[pregnancy-induced]_hypertension_without_significant_proteinuria	501708	836	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132186.0.0.phe	132186	Pregnancy, childbirth and the puerperium	HC1379
O14	gestational [pregnancy-induced] hypertension with significant proteinuria 	TTE_gestational_[pregnancy-induced]_hypertension_with_significant_proteinuria	501967	577	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132188.0.0.phe	132188	Pregnancy, childbirth and the puerperium	HC1380
O15	eclampsia 	TTE_eclampsia	502436	108	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132190.0.0.phe	132190	Pregnancy, childbirth and the puerperium	HC1381
O16	unspecified maternal hypertension 	TTE_unspecified_maternal_hypertension	501682	862	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132192.0.0.phe	132192	Pregnancy, childbirth and the puerperium	HC1382
O20	haemorrhage in early pregnancy 	TTE_haemorrhage_in_early_pregnancy	500992	1552	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132194.0.0.phe	132194	Pregnancy, childbirth and the puerperium	HC1383
O21	excessive vomiting in pregnancy 	TTE_excessive_vomiting_in_pregnancy	502138	406	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132196.0.0.phe	132196	Pregnancy, childbirth and the puerperium	HC1384
O22	venous complications in pregnancy 	TTE_venous_complications_in_pregnancy	502402	142	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132198.0.0.phe	132198	Pregnancy, childbirth and the puerperium	HC1385
O23	infections of genito-urinary tract in pregnancy 	TTE_infections_of_genito-urinary_tract_in_pregnancy	502206	338	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132200.0.0.phe	132200	Pregnancy, childbirth and the puerperium	HC1386
O24	diabetes mellitus in pregnancy 	TTE_diabetes_mellitus_in_pregnancy	501763	781	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132202.0.0.phe	132202	Pregnancy, childbirth and the puerperium	HC1387
O25	malnutrition in pregnancy 	TTE_malnutrition_in_pregnancy	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132204.0.0.phe	132204	Pregnancy, childbirth and the puerperium	HC1388
O26	maternal care for other conditions predominantly related to pregnancy 	TTE_maternal_care_for_other_conditions_predominantly_related_to_pregnancy	500025	2519	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132206.0.0.phe	132206	Pregnancy, childbirth and the puerperium	HC1389
O28	abnormal findings on antenatal screening of mother 	TTE_abnormal_findings_on_antenatal_screening_of_mother	502398	146	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132208.0.0.phe	132208	Pregnancy, childbirth and the puerperium	HC1390
O29	complications of anaesthesia during pregnancy 	TTE_complications_of_anaesthesia_during_pregnancy	502542	2	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132210.0.0.phe	132210	Pregnancy, childbirth and the puerperium	HC1391
O30	multiple gestation 	TTE_multiple_gestation	501903	641	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132212.0.0.phe	132212	Pregnancy, childbirth and the puerperium	HC1392
O31	complications specific to multiple gestation 	TTE_complications_specific_to_multiple_gestation	502509	35	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132214.0.0.phe	132214	Pregnancy, childbirth and the puerperium	HC1393
O32	maternal care for known or suspected malpresentation of foetus 	TTE_maternal_care_for_known_or_suspected_malpresentation_of_foetus	500989	1555	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132216.0.0.phe	132216	Pregnancy, childbirth and the puerperium	HC1394
O33	maternal care for known or suspected disproportion 	TTE_maternal_care_for_known_or_suspected_disproportion	502444	100	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132218.0.0.phe	132218	Pregnancy, childbirth and the puerperium	HC1395
