#GBE_ID	N_GBE	GBE_NAME	N_GBE	N_GBE	Y
MED1140909954	121	acyclovir	121	121	Y
MED1140909970	0	immune_interferon	0	0	Y
MED1140910026	3	zinc+castor_oil_cream_bp	3	3	Y
MED1140910036	37	mtx_-_methotrexate	37	37	Y
MED1140910046	0	myciguent_eye_ointment	0	0	Y
MED1140910052	0	medilave_oral_gel	0	0	Y
MED1140910056	0	aaa_mouth_and_throat_spray	0	0	Y
MED1140910058	5	neutrogena_dermatological_cream	5	5	Y
MED1140910060	0	antraderm_1%_waxstick	0	0	Y
MED1140910062	0	antraderm_forte_2%_waxstick	0	0	Y
MED1140910356	0	aminazine	0	0	Y
MED1140910368	11	paraffin-white_soft	11	11	Y
MED1140910372	13	chloramiphene	13	13	Y
MED1140910382	11	cya_-_cyclosporin	11	11	Y
MED1140910390	0	antrapurol	0	0	Y
MED1140910392	1	chrysazin	1	1	Y
MED1140910394	0	isocaramidine	0	0	Y
MED1140910396	0	chologon	0	0	Y
MED1140910398	0	triketocholanic_acid	0	0	Y
MED1140910402	0	diacetylmorphine	0	0	Y
MED1140910404	0	digitalis	0	0	Y
MED1140910406	3	prostaglandin_e2_product	3	3	Y
MED1140910424	8	hc_-_hydrocortisone	8	8	Y
MED1140910428	1	sa_-_salicylic_acid	1	1	Y
MED1140910442	45	bzt_-_bendrofluazide	45	45	Y
MED1140910444	0	pen_g_-_benzylpenicillin	0	0	Y
MED1140910446	0	parabromdylamine	0	0	Y
MED1140910448	0	butethal	0	0	Y
MED1140910464	0	pge2_-_prostaglandin_e2_product	0	0	Y
MED1140910466	0	phenylpiperone	0	0	Y
MED1140910468	0	ehdp_-_etidronate_disodium	0	0	Y
MED1140910484	3	cortisol_product	3	3	Y
MED1140910488	0	butylscopolamine_bromide	0	0	Y
MED1140910504	0	maoi_-_isocarboxazid	0	0	Y
MED1140910508	0	inah_-_isoniazid	0	0	Y
MED1140910510	1	sorbide_nitrate	1	1	Y
MED1140910512	121	ismo_-_isosorbide_mononitrate	121	121	Y
MED1140910516	0	l-dopa_-_levodopa	0	0	Y
MED1140910518	6	t3_-_liothyronine	6	6	Y
MED1140910520	7	sodium_liothyronine	7	7	Y
MED1140910522	8	paraffin_liquid	8	8	Y
MED1140910524	0	ccnu_-_lomustine	0	0	Y
MED1140910536	0	ethacrynate_sodium	0	0	Y
MED1140910538	0	cyclonamine	0	0	Y
MED1140910540	0	epeg_-_etoposide	0	0	Y
MED1140910548	149	iron_sulphate	149	149	Y
MED1140910550	7	5fu_-_fluorouracil	7	7	Y
MED1140910552	7	folate_product	7	7	Y
MED1140910554	0	citrovorum_factor	0	0	Y
MED1140910558	4	fusidate_sodium	4	4	Y
MED1140910560	0	sodium_ethacrynate	0	0	Y
MED1140910562	0	gestonorone	0	0	Y
MED1140910564	1	glybenclamide	1	1	Y
MED1140910566	36	glyclizide	36	36	Y
MED1140910570	11	nitroglycerin	11	11	Y
MED1140910572	5	nitroglycerol	5	5	Y
MED1140910574	0	jaguar_gum	0	0	Y
MED1140910576	0	guar_flour	0	0	Y
MED1140910586	0	apressinum	0	0	Y
MED1140910596	8	6mp_-_mercaptopurine	8	8	Y
MED1140910598	8	5asa_-_mesalazine	8	8	Y
MED1140910600	2	aminosalicylic_acid	2	2	Y
MED1140910602	1	amidine	1	1	Y
MED1140910604	0	phenadone	0	0	Y
MED1140910606	1	alpha_methyldopa	1	1	Y
MED1140910608	5	methyl_tyrosine	5	5	Y
MED1140910610	0	pseudomonic_acid	0	0	Y
MED1140910612	0	hydantoin	0	0	Y
MED1140910614	7	prindolol	7	7	Y
MED1140910616	0	pyrazinobutazone	0	0	Y
MED1140910620	1	aldadiene_potassium	1	1	Y
MED1140910622	0	pot_can	0	0	Y
MED1140910630	0	canrenoate_potassium	0	0	Y
MED1140910632	3	eptastatin	3	3	Y
MED1140910634	0	deltahydrocortisone	0	0	Y
MED1140910636	0	hexamidinum	0	0	Y
MED1140910638	0	luteal_hormone	0	0	Y
MED1140910640	295	luteine	295	295	Y
MED1140910642	0	diprazinum	0	0	Y
MED1140910644	1	fenopraine	1	1	Y
MED1140910646	0	trf_-_protirelin	0	0	Y
MED1140910650	0	sennosides	0	0	Y
MED1140910652	0	synvinolin	0	0	Y
MED1140910654	0	velastatin	0	0	Y
MED1140910656	0	sodabic	0	0	Y
MED1140910658	1	bicarb	1	1	Y
MED1140910660	0	monosodium_carbonate	0	0	Y
MED1140910662	0	baking_soda	0	0	Y
MED1140910664	0	benzoxazocine	0	0	Y
MED1140910670	29	niacin	29	29	Y
MED1140910674	1	ethinylnortestosterone	1	1	Y
MED1140910678	0	azodisalicylic_acid	0	0	Y
MED1140910694	0	erynite	0	0	Y
MED1140910696	0	nitropentaerythrol	0	0	Y
MED1140910698	116	oil_of_peppermint	116	116	Y
MED1140910712	0	butadione	0	0	Y
MED1140910730	23	cromoglycate	23	23	Y
MED1140910732	1	cromoglycic_acid	1	1	Y
MED1140910734	14	disodium_cromoglycate	14	14	Y
MED1140910736	12	cromolyn_sodium	12	12	Y
MED1140910750	36	glycerol_suppository	36	36	Y
MED1140910754	6	polyacrylic_acid	6	6	Y
MED1140910772	22	ikorel_10mg_tablet	22	22	Y
MED1140910776	1	cantassium_vitamin_b6_50mg_tablet	1	1	Y
MED1140910778	1	cantassium_folic_acid_400micrograms_tablet	1	1	Y
MED1140910794	8	picosulphate	8	8	Y
MED1140910802	1	androstanazol	1	1	Y
MED1140910804	0	indian_tragacanth	0	0	Y
MED1140910806	0	karaya	0	0	Y
MED1140910810	3	salazosulfapyridine	3	3	Y
MED1140910814	155	sodium_thyroxine	155	155	Y
MED1140910816	0	nebramycin_factor_vi	0	0	Y
MED1140910818	1	butamidum	1	1	Y
MED1140910820	1	maoi_-_tranylcypromine	1	1	Y
MED1140910824	38	ursodesoxycholic_acid	38	38	Y
MED1140910826	6	udca_-_ursodeoxycholic_acid	6	6	Y
MED1140910828	0	adh_-_vasopressin	0	0	Y
MED1140910830	1	antidiuretic_hormone-vasopressin	1	1	Y
MED1140910832	281	sodium_warfarin	281	281	Y
MED1140910854	10	l-carnitine_product	10	10	Y
MED1140910866	4	carnitine_products	4	4	Y
MED1140910870	0	hivid_0.75mg_tablet	0	0	Y
MED1140910872	0	hivid_0.375mg_tablet	0	0	Y
MED1140910876	4	fludarabine	4	4	Y
MED1140910894	0	ciproxin_400mg/200ml_intravenous_infusion	0	0	Y
MED1140910904	0	expurhin_paediatric_linctus	0	0	Y
MED1140910906	1	eumovate_eye_drops	1	1	Y
MED1140910926	0	carnitor_1g_chewable_tablet	0	0	Y
MED1140910928	0	gamophase_40mg_capsule	0	0	Y
MED1140910968	0	zalcitabine	0	0	Y
MED1140910980	0	expulin_dry_cough_linctus	0	0	Y
MED1140910986	1	alpha_tocopheryl_acetate_50iu/g_cream	1	1	Y
MED1140910988	1	vita-e_cream	1	1	Y
MED1140911060	4	quinagolide	4	4	Y
MED1140911068	0	norprolac_25micrograms+50micrograms_tablet_starter_pack	0	0	Y
MED1140911086	4	ibuspray_topical_spray	4	4	Y
MED1140911396	0	agiolax_granules	0	0	Y
MED1140911560	5	nambumetone	5	5	Y
MED1140911572	5	eye-crom_aqueous_eye_drops	5	5	Y
MED1140911574	7	saline_0.9%_nose_drops	7	7	Y
MED1140911576	0	vaseline_dermacare_cream_200ml	0	0	Y
MED1140911578	0	ung_cocois_co	0	0	Y
MED1140911598	1	saline_0.9%_topical_solution	1	1	Y
MED1140911636	88	kalms_tablet	88	88	Y
MED1140911638	189	kelp+garlic_product	189	189	Y
MED1140911640	195	lecithin_product	195	195	Y
MED1140911642	150	tacrolimus	150	150	Y
MED1140911658	569	imigran_50mg_tablet	569	569	Y
MED1140911678	4	waterfall_tablet	4	4	Y
MED1140911698	127	slozem_120mg_m/r_capsule	127	127	Y
MED1140911710	0	modaplate_25mg_tablet	0	0	Y
MED1140911714	0	kefadim_500mg_injection_(pdr_for_recon)	0	0	Y
MED1140911716	0	kefadim_1g_injection_(pdr_for_recon)	0	0	Y
MED1140911718	0	kefadim_2g_injection_(pdr_for_recon)	0	0	Y
MED1140911730	575	flax_oil_tablet	575	575	Y
MED1140911732	4720	garlic_product	4720	4720	Y
MED1140911734	2002	ginkgo_forte_tablet	2002	2002	Y
MED1140911736	522	ginseng_product	522	522	Y
MED1140911738	2	guarina_sachet	2	2	Y
MED1140911750	68	deep_relief_ibuprofen_gel	68	68	Y
MED1140911754	262	anadin_tablet	262	262	Y
MED1140911756	6	askit_powder	6	6	Y
MED1140911758	17	hedex_tablet	17	17	Y
MED1140911816	3	strepsils_lozenge	3	3	Y
MED1140911830	22	durogesic_25micrograms/hour_patch	22	22	Y
MED1140911832	11	durogesic_50micrograms/hour_patch	11	11	Y
MED1140911834	11	durogesic_75micrograms/hour_patch	11	11	Y
MED1140911836	8	durogesic_100micrograms/hour_patch	8	8	Y
MED1140911838	0	minogal_50_tablet	0	0	Y
MED1140911840	0	minogal_100_tablet	0	0	Y
MED1140911850	0	medised_plain_120mg/5ml_suspension	0	0	Y
MED1140912228	78	b12_-_cyanocobalamin_prep	78	78	Y
MED1140912242	0	nivaquine_200mg/5ml_injection	0	0	Y
MED1140912244	0	chloroquine_200mg_tablet	0	0	Y
MED1140912246	1	chloroquine_68mg/5ml_syrup	1	1	Y
MED1140912250	3	sytron_27.5mg/5ml_elixir	3	3	Y
MED1140912778	1	polymyxin_b_sulphate+trimethoprim_eye_drops	1	1	Y
MED1140912910	0	chloromycetin_1%_eye_ointment_4g	0	0	Y
MED1140912912	0	minims_chloramphenicol_0.5%_single-use_eye_drops_0.5ml	0	0	Y
MED1140912914	0	sno_phenicol_0.5%_eye_drops_10ml	0	0	Y
MED1140912994	0	polymyxin_b_+_bacitracin_10,000/500units/g_eye_ointment_4g	0	0	Y
MED1140912998	0	polymyxin_+_trimethoprim_10ku/0.5%/g_eye_ointment_4g	0	0	Y
MED1140913292	88	synalar_1:10_cream	88	88	Y
MED1140913318	1	rhdnase	1	1	Y
MED1140913322	5	etidronate_disodium	5	5	Y
MED1140916262	2	atovaquone	2	2	Y
MED1140916268	0	wellvone_250mg_tablet	0	0	Y
MED1140916270	19	liquid_paraffin+white_soft_paraffin_50%/50%_ointment	19	19	Y
MED1140916272	0	dithranol+salicylic_acid+coal_tar_0.11%/1.6%/1%_ointment	0	0	Y
MED1140916274	2	dithranol+salicylic_acid_0.25%/1.6%_scalp_gel	2	2	Y
MED1140916276	0	psorin_scalp_gel	0	0	Y
MED1140916282	1449	venlafaxine	1449	1449	Y
MED1140916288	169	efexor_37.5mg_tablet	169	169	Y
MED1140916292	0	almodan_125mg/5ml_sugar_free_syrup	0	0	Y
MED1140916342	52	beta-blocker	52	52	Y
MED1140916352	0	pixol_bath_and_shower_gel	0	0	Y
MED1140916354	2	ailax_suspension	2	2	Y
MED1140916356	3505	losartan	3505	3505	Y
MED1140916362	6	cozaar_half_strength_25mg_tablet	6	6	Y
MED1140916426	0	dumicoat_50mg/g_dental_lacquer	0	0	Y
MED1140916502	1	zinga_150mg_capsule	1	1	Y
MED1140916608	28	rozex_0.75%_gel	28	28	Y
MED1140916654	0	neo-cortef_ear_drops_10ml	0	0	Y
MED1140916656	0	neo-cortef_eye_ointment	0	0	Y
MED1140916730	0	sloprolol_80mg_m/r_capsule	0	0	Y
MED1140916748	0	q-mazine_5mg/5ml_syrup	0	0	Y
MED1140916790	531	evorel_25_patch	531	531	Y
MED1140916796	0	pripsen_worm_elixir	0	0	Y
MED1140916806	0	meflam_250_capsule	0	0	Y
MED1140916824	0	suprecur_150micrograms_nasal_spray	0	0	Y
MED1140916830	0	normasol_undine_0.9%_eye_irrigation_solution	0	0	Y
MED1140916832	0	timoped_cream	0	0	Y
MED1140916846	10	bactroban_2%_nasal_ointment	10	10	Y
MED1140916866	1	ketocid_200_m/r_capsule	1	1	Y
MED1140916868	1	probeta_la_160mg_m/r_capsule	1	1	Y
MED1140916870	0	natramid_2.5mg_tablet	0	0	Y
MED1140916886	0	viraferon_10million_iu/2ml_injection_solution	0	0	Y
MED1140916888	0	viraferon_25million_iu/5ml_injection_solution	0	0	Y
MED1140916890	19	valaciclovir	19	19	Y
MED1140916894	5	valtrex_500mg_tablet	5	5	Y
MED1140916948	14	e45_lotion	14	14	Y
MED1140916964	0	lioresal_intrathecal_50micrograms/1ml_injection	0	0	Y
MED1140916966	0	lioresal_intrathecal_10mg/5ml_injection	0	0	Y
MED1140916968	0	lioresal_intrathecal_10mg/20ml_injection	0	0	Y
MED1140916980	180	zantac_75_tablet	180	180	Y
MED1140916984	2	emulsifying_soap	2	2	Y
MED1140917020	0	ung_merck	0	0	Y
MED1140917062	6	natrasleep_tablet	6	6	Y
MED1140917068	0	opumide_2.5mg_tablet	0	0	Y
MED1140917076	0	lopranol_la_160mg_m/r_capsule	0	0	Y
MED1140917106	5	hypostop_dextrose_gel	5	5	Y
MED1140917128	37	imedeen_tablet	37	37	Y
MED1140917204	0	cusilyn_2%_eye_drops	0	0	Y
MED1140917214	0	tenkorex_500mg_capsule	0	0	Y
MED1140917218	0	tenkorex_250mg/5ml_suspension	0	0	Y
MED1140917220	0	tenkorex_500mg_tablet	0	0	Y
MED1140917222	0	clophene_50mg_tablet	0	0	Y
MED1140917236	0	meronem_250mg_injection_(pdr_for_recon)	0	0	Y
MED1140917238	0	meronem_500mg_injection_(pdr_for_recon)	0	0	Y
MED1140917240	0	meronem_1g_injection_(pdr_for_recon)	0	0	Y
MED1140917306	76	bicalutamide	76	76	Y
MED1140917310	38	casodex_50mg_tablet	38	38	Y
MED1140917318	1	lomexin_200mg_pessary	1	1	Y
MED1140917366	0	sulparex_200mg_tablet	0	0	Y
MED1140917386	0	relaxyl_60mg_capsule	0	0	Y
MED1140917388	0	tranquax_10mg_capsule	0	0	Y
MED1140917406	0	ketozip_cr_200mg_m/r_capsule	0	0	Y
MED1140917408	0	postmi_75mg_dispersible_tablet	0	0	Y
MED1140917418	0	cymevene_250mg_capsule	0	0	Y
MED1140917424	0	norphyllin_100mg_tablet	0	0	Y
MED1140917428	114	angitil_sr_90_m/r_capsule	114	114	Y
MED1140917432	51	rapitil_2%_eye_drops	51	51	Y
MED1140917448	30	oestradiol_1.25g/dose_gel	30	30	Y
MED1140917452	1	metazem_60mg_m/r_tablet	1	1	Y
MED1140917460	3	nefazodone	3	3	Y
MED1140917466	0	dutonin_100mg_tablet	0	0	Y
MED1140917474	0	orelox_40mg/5ml_paediatric_suspension	0	0	Y
MED1140921004	0	cholemin_4g/sachet_powder	0	0	Y
MED1140921010	0	famvir_125mg_tablet	0	0	Y
MED1140921100	4	triptorelin	4	4	Y
MED1140921104	0	de-capeptyl_sr_4.2mg_injection_(pdr_for_recon)+diluent	0	0	Y
MED1140921160	7	fersaday_304mg_tablet	7	7	Y
MED1140921652	1	levorphanol	1	1	Y
MED1140921690	0	dynamin_10mg_tablet	0	0	Y
MED1140921728	0	cupanol_under_six_120mg/5ml_s/f_suspension	0	0	Y
MED1140921730	0	cupanol_paediatric_120mg/5ml_s/f_suspension	0	0	Y
MED1140921750	0	abelcet_100mg/20ml_intravenous_infusion_concentrate	0	0	Y
MED1140921786	0	cefpirome	0	0	Y
MED1140921790	0	cefrom_1g_injection_(pdr_for_recon)	0	0	Y
MED1140921792	0	cefrom_2g_injection_(pdr_for_recon)	0	0	Y
MED1140921814	578	mirena_52mg_intrauterine_system	578	578	Y
MED1140921818	7	iopidine_ophthalmic_0.5%_intra-ocular_solution	7	7	Y
MED1140921832	0	medinex_10mg/5ml_syrup	0	0	Y
MED1140921890	0	zinc+salicylic_acid_dusting_powder	0	0	Y
MED1140921914	0	lactic_sal	0	0	Y
MED1140921938	31	diethylamine_salicylate_10%_cream_bp	31	31	Y
MED1140921954	0	acitak_200_tablet	0	0	Y
MED1140921960	1	fentamox_10_tablet	1	1	Y
MED1140921964	1	glucamet_500_tablet	1	1	Y
MED1140921968	0	lofensaid_25_tablet	0	0	Y
MED1140921972	0	oprisine_50mg_tablet	0	0	Y
MED1140921974	0	piroflam_10_capsule	0	0	Y
MED1140921978	0	viz-on_2%_eye_drops	0	0	Y
MED1140921986	0	warticon_cream	0	0	Y
MED1140921988	5	tylex_effervescent_soluble_tablet	5	5	Y
MED1140921992	0	nicotinamide_4%_topical_gel	0	0	Y
MED1140921994	0	papulex_4%_topical_gel	0	0	Y
MED1140922018	0	jeridin_10mg_tablet	0	0	Y
MED1140922020	0	balgifen_10mg_tablet	0	0	Y
MED1140922024	0	capsuvac_capsule	0	0	Y
MED1140922030	0	spiramycin	0	0	Y
MED1140922048	1	rovamycine_250mg_tablet	1	1	Y
MED1140922052	0	rovamycine_125mg/5ml_syrup	0	0	Y
MED1140922084	0	ancotil_500mg_tablet	0	0	Y
MED1140922234	0	zovirax_200mg_dispersible_tablet	0	0	Y
MED1140922318	0	opustan_250mg_capsule	0	0	Y
MED1140922554	0	diocaps_2mg_capsule	0	0	Y
MED1140922556	0	cyclodox_100mg_capsule	0	0	Y
MED1140922562	540	femoston_1/10_tablet	540	540	Y
MED1140922628	1	martindale_methadone_dtf_1mg/ml_mixture	1	1	Y
MED1140922640	2	zydol_sr_200mg_m/r_tablet	2	2	Y
MED1140922662	0	pylorid_400mg_tablet	0	0	Y
MED1140922698	3	canesten_combi_pessary+cream	3	3	Y
MED1140922714	107	dorzolamide	107	107	Y
MED1140922718	61	trusopt_2%_ophthalmic_solution	61	61	Y
MED1140922902	1	roferon-a-2a_3million_iu/1ml_injection_solution	1	1	Y
MED1140922906	0	roferon-a-2a_4.5million_iu/1ml_injection_solution	0	0	Y
MED1140922910	0	roferon-a-2a_6million_iu/1ml_injection_solution	0	0	Y
MED1140922930	1	atenix_25mg_tablet	1	1	Y
MED1140922936	1	enlive	1	1	Y
MED1140923016	0	tilarin_1%_nasal_spray	0	0	Y
MED1140923018	377	anastrozole	377	377	Y
MED1140923022	607	arimidex_1mg_tablet	607	607	Y
MED1140923026	1	glucagen_kit_1mg(1iu)_injection	1	1	Y
MED1140923088	1	menorest_37.5micrograms_patch	1	1	Y
MED1140923282	8	co-flumactone	8	8	Y
MED1140923344	5	co-codaprin	5	5	Y
MED1140923346	8131	co-codamol	8131	8131	Y
MED1140923348	266	co-proxamol	266	266	Y
MED1140923402	329	co-amilofruse	329	329	Y
MED1140923404	1	co-prenozide	1	1	Y
MED1140923484	211	topiramate	211	211	Y
MED1140923520	0	stimlor_100mg_capsule	0	0	Y
MED1140923568	11	norimode_2mg_tablet	11	11	Y
MED1140923572	126	adipine_mr_10_m/r_tablet	126	126	Y
MED1140923598	39	fematrix_40_patch	39	39	Y
MED1140923614	0	augmentin_duo_400mg/57mg/5ml_s/f_suspension	0	0	Y
MED1140923616	0	tiloryth_250mg_e/c_granules_in_capsule	0	0	Y
MED1140923618	0	kentiazem_60mg_m/r_capsule	0	0	Y
MED1140923632	0	roferon-a-2a_18million_iu/3ml_injection_solution	0	0	Y
MED1140923670	587	gtn_-_glyceryl_trinitrate	587	587	Y
MED1140923696	7	eformoterol	7	7	Y
MED1140923708	2	foradil_12micrograms_inhalation_capsules+inhaler	2	2	Y
MED1140923712	1	moexipril	1	1	Y
MED1140923718	0	perdix_7.5mg_tablet	0	0	Y
MED1140923728	9	tacalcitol	9	9	Y
MED1140923732	19	curatoderm_4micrograms/g_ointment	19	19	Y
MED1140923738	144	femseven_50_patch	144	144	Y
MED1140923750	0	meronem_500mg_infusion_kit	0	0	Y
MED1140923752	1	meronem_1g_infusion_kit	1	1	Y
MED1140923754	0	vivapryl_5mg_tablet	0	0	Y
MED1140923788	44	monomax_sr_40_m/r_capsule	44	44	Y
MED1140923850	3	betaferon_9.6_million_iu_injection_(pdr_for_recon)+diluent	3	3	Y
MED1140923852	625	elleste-solo_1mg_tablet	625	625	Y
MED1140923890	0	zomacton(rbe)_12iu(4mg)_injection_(pdr_for_recon)+diluent	0	0	Y
MED1140923894	0	co-methiamol_250mg/500mg_tablet	0	0	Y
MED1140923908	0	improvera_tablet	0	0	Y
MED1140923914	10	progynova_ts_50micrograms_patch	10	10	Y
MED1140925778	37	paracodol_capsule	37	37	Y
MED1140925794	1	polyethylene_glycol_product	1	1	Y
MED1140925800	1088	movicol_oral_powder	1088	1088	Y
MED1140925806	41	aceclofenac	41	41	Y
MED1140925808	12	preservex_100mg_tablet	12	12	Y
MED1140925844	0	imuderm_therapeutic_oil	0	0	Y
MED1140925868	0	inoven_200mg_caplet	0	0	Y
MED1140925880	1	sevredol_50mg_tablet	1	1	Y
MED1140925930	11	movelat_relief_gel	11	11	Y
MED1140925936	7	movelat_relief_cream	7	7	Y
MED1140925942	3	caprin_75mg_e/c_tablet	3	3	Y
MED1140925944	0	infaderm_therapeutic_oil	0	0	Y
MED1140926016	1	paracetamol+methionine_500mg/100mg_tablet	1	1	Y
MED1140926170	0	levocabastine	0	0	Y
MED1140926178	0	livostin_0.5mg/ml_eye_drops	0	0	Y
MED1140926360	0	alphaparin_3000iu/0.3ml_prefilled_syringe	0	0	Y
MED1140926430	128	climesse_tablet	128	128	Y
MED1140926444	0	certoparin	0	0	Y
MED1140926522	7	penciclovir	7	7	Y
MED1140926582	0	emfib_300mg_capsule	0	0	Y
MED1140926584	0	kentovace_500micrograms_tablet	0	0	Y
MED1140926592	528	estraderm_mx_25_patch	528	528	Y
MED1140926606	2282	salbutamol_100micrograms_spacehaler	2282	2282	Y
MED1140926626	14	saliveze_spray	14	14	Y
MED1140926664	0	bdp_50micrograms_spacehaler	0	0	Y
MED1140926686	14	femapak_40_patch+tablet	14	14	Y
MED1140926732	987	meloxicam	987	987	Y
MED1140926778	51	diltiazem_hcl+hydrochlorothiazide_150mg/12.5mg_m/r_capsule	51	51	Y
MED1140926780	257	adizem-xl_plus_m/r_capsule	257	257	Y
MED1140926782	0	terfenor_30mg_tablet	0	0	Y
MED1140926788	0	clear_ear_ear_drops	0	0	Y
MED1140926794	22	mobic_7.5mg_tablet	22	22	Y
MED1140926796	28	mobic_15mg_tablet	28	28	Y
MED1140926848	3	moisture_eyes_eye_drops	3	3	Y
MED1140926852	1	nazo-mist_0.1%_nasal_spray	1	1	Y
MED1140926856	0	aller-eze_cream	0	0	Y
MED1140926860	1	diphenhydramine_hydrochloride_2%_cream	1	1	Y
MED1140926868	0	zoxin_250_capsule	0	0	Y
MED1140926870	0	zoxin_500_capsule	0	0	Y
MED1140926872	0	virovir_200_tablet	0	0	Y
MED1140926874	0	virovir_400_tablet	0	0	Y
MED1140926928	0	methadose_20mg/ml_s/f_liquid	0	0	Y
MED1140926932	0	methadose_diluent_liquid	0	0	Y
MED1140926934	3414	tamsulosin	3414	3414	Y
MED1140926950	0	centrapryl_5_tablet	0	0	Y
MED1140926954	0	hypaneze_40_tablet	0	0	Y
MED1140926970	0	zoxycil_500_capsule	0	0	Y
MED1140926988	7	bettamousse_0.12%_foam	7	7	Y
MED1140926990	27	acamprosate_calcium	27	27	Y
MED1140926994	12	campral_ec_333mg_e/c_tablet	12	12	Y
MED1140927000	0	retrovir_300mg_tablet	0	0	Y
MED1140927086	284	arthrotec_50_tablet	284	284	Y
MED1140927088	2	tramake_50mg_capsule	2	2	Y
MED1140927152	15	fenbid_5%_gel	15	15	Y
MED1140927174	1	amilamont_5mg/ml_s/f_oral_solution	1	1	Y
MED1140927198	0	mxl_30mg_m/r_capsule	0	0	Y
MED1140927272	0	medijel_gel	0	0	Y
MED1140927312	0	wellferon_5million_units/1ml_injection	0	0	Y
MED1140927318	0	galake_tablet	0	0	Y
MED1140927320	110	dermol_500_lotion	110	110	Y
MED1140927328	710	terbinafine	710	710	Y
MED1140927332	0	friars_balsam	0	0	Y
MED1140927334	0	gentian_acid_oral_solution	0	0	Y
MED1140927336	0	anthralin	0	0	Y
MED1140927338	2	compound_coconut_ointment	2	2	Y
MED1140927350	0	normaloe_2mg_tablet	0	0	Y
MED1140927354	8	acular_0.5%_ophthalmic_solution	8	8	Y
MED1140927360	0	tensilon_10mg/1ml_injection	0	0	Y
MED1140927416	0	gee's_linctus	0	0	Y
MED1140927576	0	ketanodur_60mg_m/r_tablet	0	0	Y
MED1140927624	0	lassar's_paste	0	0	Y
MED1140927702	1	nightcalm_25mg_tablet	1	1	Y
MED1140927756	0	ketotard_200_xl_m/r_capsule	0	0	Y
MED1140927790	1	toremifene	1	1	Y
MED1140927794	0	fareston_60mg_tablet	0	0	Y
MED1140927804	3	adult's_decongestant_0.1%_nasal_drops	3	3	Y
MED1140927812	12	decongestant_0.05%_nasal_spray	12	12	Y
MED1140927928	5	pilogel_4%_eye_gel	5	5	Y
MED1140927940	9	tensipine_mr_10_m/r_tablet	9	9	Y
MED1140927970	0	serdolect_4mg_tablet	0	0	Y
MED1140928004	113	zimovane_ls_3.75mg_tablet	113	113	Y
MED1140928010	5	riluzole	5	5	Y
MED1140928014	2	rilutek_50mg_tablet	2	2	Y
MED1140928074	1	zonivent_aquanasal_50micrograms_spray	1	1	Y
MED1140928142	31	lamivudine	31	31	Y
MED1140928146	2	epivir_150mg_tablet	2	2	Y
MED1140928148	2	zerit_15mg_capsule	2	2	Y
MED1140928152	0	zerit_20mg_capsule	0	0	Y
MED1140928156	0	zerit_30mg_capsule	0	0	Y
MED1140928160	0	zerit_40mg_capsule	0	0	Y
MED1140928202	0	epivir_10mg/ml_oral_solution	0	0	Y
MED1140928212	46	plendil_2.5mg_m/r_tablet	46	46	Y
MED1140928222	21	andropatch_2.5mg/24hours_transdermal_patch	21	21	Y
MED1140928226	0	nisoldipine	0	0	Y
MED1140928234	0	syscor_mr_10mg_m/r_tablet	0	0	Y
MED1140928242	3	proctocream_hc_cream	3	3	Y
MED1140928248	1	stavudine	1	1	Y
MED1140928260	1	panadeine_co_tablet	1	1	Y
MED1140928262	0	solpaflex_gel	0	0	Y
MED1140928266	1	solpaflex_tablet	1	1	Y
MED1140928274	259	ropinirole	259	259	Y
MED1140928276	6	humatrope(rbe)_18iu(6mg)_inj_cartridge(pdr_for_recon)+dil	6	6	Y
MED1140928284	278	moxonidine	278	278	Y
MED1140928338	46	requip_0.25mg_tablet	46	46	Y
MED1140928346	6	gastrocote_s/f_liquid	6	6	Y
MED1140928356	0	paxidorm_25mg_tablet	0	0	Y
MED1140928360	1	trimetrexate	1	1	Y
MED1140928366	0	neutrexin_25mg_injection_(pdr_for_recon)	0	0	Y
MED1140928372	7	zydol_soluble_50mg_tablet	7	7	Y
MED1140928384	53	ritonavir	53	53	Y
MED1140928392	8	norvir_100mg_capsule	8	8	Y
MED1140928462	0	micanol_1%_cream	0	0	Y
MED1140928502	1	famvir_750mg_tablet	1	1	Y
MED1140928596	0	morcap_sr_100mg_m/r_capsule	0	0	Y
MED1140928604	0	morcap_sr_20mg_m/r_capsule	0	0	Y
MED1140928624	0	frusemek_5mg/40mg_tablet	0	0	Y
MED1140928656	2	advil_200mg_tablet	2	2	Y
MED1140928674	0	erymin_250mg/5ml_s/f_suspension	0	0	Y
MED1140928752	1	viridal_5_injection_(pdr_for_recon)+diluent	1	1	Y
MED1140928774	0	hydroquinone_product	0	0	Y
MED1140928840	8	tolfenamic_acid	8	8	Y
MED1140928844	1	clotam_200mg_capsule	1	1	Y
MED1140928848	0	arpimycin_125mg/5ml_suspension	0	0	Y
MED1140928850	0	arpimycin_250mg/5ml_suspension	0	0	Y
MED1140928852	0	arpimycin_500mg/5ml_suspension	0	0	Y
MED1140928878	120	zumenon_1mg_tablet	120	120	Y
MED1140928916	379	olanzapine	379	379	Y
MED1140928954	0	paracetamol+diphenhydramine_hydrochloride_500mg/25mg_tablet	0	0	Y
MED1140928956	2	panadol_night_tablet	2	2	Y
MED1140929012	640	pantoprazole	640	640	Y
MED1141145626	0	digenac_xl_100_m/r_tablet	0	0	Y
