Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes
				Source of report of L65 (other nonscarring hair loss)			131783									3290	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131783	
				Date L66 first reported (cicatricial alopecia [scarring hair loss])			131784									213	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131784	
				Source of report of L66 (cicatricial alopecia [scarring hair loss])			131785									213	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131785	
				Date L67 first reported (hair colour and hair shaft abnormalities)			131786									42	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131786	
				Source of report of L67 (hair colour and hair shaft abnormalities)			131787									42	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131787	
				Date L68 first reported (hypertrichosis)			131788									536	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131788	
				Source of report of L68 (hypertrichosis)			131789									536	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131789	
				Date L70 first reported (acne)			131790									5802	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131790	
				Source of report of L70 (acne)			131791									5802	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131791	
				Date L71 first reported (rosacea)			131792									5677	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131792	
				Source of report of L71 (rosacea)			131793									5677	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131793	
				Date L72 first reported (follicular cysts of skin and subcutaneous tissue)			131794									14699	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131794	
				Source of report of L72 (follicular cysts of skin and subcutaneous tissue)			131795									14699	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131795	
				Date L73 first reported (other follicular disorders)			131796									3730	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131796	
				Source of report of L73 (other follicular disorders)			131797									3730	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131797	
				Date L74 first reported (eccrine sweat disorders)			131798									1118	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131798	
				Source of report of L74 (eccrine sweat disorders)			131799									1118	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131799	
				Date L75 first reported (apocrine sweat disorders)			131800									19	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131800	
				Source of report of L75 (apocrine sweat disorders)			131801									19	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131801	
				Date L80 first reported (vitiligo)			131802									1106	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131802	
				Source of report of L80 (vitiligo)			131803									1106	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131803	
				Date L81 first reported (other disorders of pigmentation)			131804									4408	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131804	
				Source of report of L81 (other disorders of pigmentation)			131805									4408	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131805	
				Date L82 first reported (seborrhoeic keratosis)			131806									29863	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131806	
				Source of report of L82 (seborrhoeic keratosis)			131807									29863	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131807	
				Date L83 first reported (acanthosis nigricans)			131808									168	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131808	
				Source of report of L83 (acanthosis nigricans)			131809									168	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131809	
				Date L84 first reported (corns and callosities)			131810									3757	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131810	
				Source of report of L84 (corns and callosities)			131811									3757	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131811	
				Date L85 first reported (other epidermal thickening)			131812									3439	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131812	
				Source of report of L85 (other epidermal thickening)			131813									3439	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131813	
				Date L86 first reported (keratoderma in diseases classified elsewhere)			131814									1	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131814	
				Source of report of L86 (keratoderma in diseases classified elsewhere)			131815									1	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131815	
				Date L87 first reported (transepidermal elimination disorders)			131816									17	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131816	
				Source of report of L87 (transepidermal elimination disorders)			131817									17	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131817	
				Date L88 first reported (pyoderma gangrenosum)			131818									67	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131818	
				Source of report of L88 (pyoderma gangrenosum)			131819									67	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131819	
				Date L89 first reported (decubitus ulcer)			131820									2216	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131820	
				Source of report of L89 (decubitus ulcer)			131821									2216	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131821	
				Date L90 first reported (atrophic disorders of skin)			131822									5383	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131822	
				Source of report of L90 (atrophic disorders of skin)			131823									5383	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131823	
				Date L91 first reported (hypertrophic disorders of skin)			131824									5074	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131824	
				Source of report of L91 (hypertrophic disorders of skin)			131825									5074	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131825	
				Date L92 first reported (granulomatous disorders of skin and subcutaneous tissue)			131826									1758	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131826	
				Source of report of L92 (granulomatous disorders of skin and subcutaneous tissue)			131827									1758	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131827	
				Date L93 first reported (lupus erythematosus)			131828									427	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131828	
				Source of report of L93 (lupus erythematosus)			131829									427	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131829	
				Date L94 first reported (other localised connective tissue disorders)			131830									577	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131830	
				Source of report of L94 (other localised connective tissue disorders)			131831									577	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131831	
				Date L95 first reported (vasculitis limited to skin, not elsewhere classified)			131832									257	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131832	
				Source of report of L95 (vasculitis limited to skin, not elsewhere classified)			131833									257	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131833	
				Date L97 first reported (ulcer of lower limb, not elsewhere classified)			131834									2202	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131834	
				Source of report of L97 (ulcer of lower limb, not elsewhere classified)			131835									2202	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131835	
				Date L98 first reported (other disorders of skin and subcutaneous tissue, not elsewhere classified)			131836									45199	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131836	
				Source of report of L98 (other disorders of skin and subcutaneous tissue, not elsewhere classified)			131837									45199	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131837	
				Date L99 first reported (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)			131838									17	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131838	
				Source of report of L99 (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)			131839									17	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131839	
				Date M00 first reported (pyogenic arthritis)			131840									688	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131840	
				Source of report of M00 (pyogenic arthritis)			131841									688	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131841	
				Date M01 first reported (direct infections of joint in infectious and parasitic diseases classified elsewhere)			131842									36	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131842	
				Source of report of M01 (direct infections of joint in infectious and parasitic diseases classified elsewhere)			131843									36	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131843	
				Date M02 first reported (reactive arthropathies)			131844									236	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131844	
				Source of report of M02 (reactive arthropathies)			131845									236	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131845	
				Date M03 first reported (postinfective and reactive arthropathies in diseases classified elsewhere)			131846									7	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131846	
				Source of report of M03 (postinfective and reactive arthropathies in diseases classified elsewhere)			131847									7	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131847	
				Date M05 first reported (seropositive rheumatoid arthritis)			131848									962	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131848	
				Source of report of M05 (seropositive rheumatoid arthritis)			131849									962	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131849	
				Date M06 first reported (other rheumatoid arthritis)			131850									9984	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131850	
				Source of report of M06 (other rheumatoid arthritis)			131851									9984	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131851	
				Date M07 first reported (psoriatic and enteropathic arthropathies)			131852									1040	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131852	
				Source of report of M07 (psoriatic and enteropathic arthropathies)			131853									1040	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131853	
				Date M08 first reported (juvenile arthritis)			131854									88	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131854	
				Source of report of M08 (juvenile arthritis)			131855									88	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131855	
				Date M10 first reported (gout)			131858									16937	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131858	
				Source of report of M10 (gout)			131859									16937	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131859	
				Date M11 first reported (other crystal arthropathies)			131860									841	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131860	
				Source of report of M11 (other crystal arthropathies)			131861									841	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131861	
				Date M12 first reported (other specific arthropathies)			131862									679	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131862	
				Source of report of M12 (other specific arthropathies)			131863									679	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131863	
				Date M13 first reported (other arthritis)			131864									30492	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131864	
				Source of report of M13 (other arthritis)			131865									30492	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131865	
				Date M14 first reported (arthropathies in other diseases classified elsewhere)			131866									209	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131866	
				Source of report of M14 (arthropathies in other diseases classified elsewhere)			131867									209	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131867	
				Date M15 first reported (polyarthrosis)			131868									10290	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131868	
				Source of report of M15 (polyarthrosis)			131869									10290	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131869	
				Date M16 first reported (coxarthrosis [arthrosis of hip])			131870									19282	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131870	
				Source of report of M16 (coxarthrosis [arthrosis of hip])			131871									19282	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131871	
				Date M17 first reported (gonarthrosis [arthrosis of knee])			131872									35582	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131872	
				Source of report of M17 (gonarthrosis [arthrosis of knee])			131873									35582	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131873	
				Date M18 first reported (arthrosis of first carpometacarpal joint)			131874									2054	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131874	
				Source of report of M18 (arthrosis of first carpometacarpal joint)			131875									2054	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131875	
				Date M19 first reported (other arthrosis)			131876									73314	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131876	
				Source of report of M19 (other arthrosis)			131877									73314	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131877	
				Date M20 first reported (acquired deformities of fingers and toes)			131878									20190	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131878	
				Source of report of M20 (acquired deformities of fingers and toes)			131879									20190	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131879	
				Date M21 first reported (other acquired deformities of limbs)			131880									4122	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131880	
				Source of report of M21 (other acquired deformities of limbs)			131881									4122	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131881	
				Date M22 first reported (disorders of patella)			131882									3174	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131882	
				Source of report of M22 (disorders of patella)			131883									3174	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131883	
				Date M23 first reported (internal derangement of knee)			131884									21830	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131884	
				Source of report of M23 (internal derangement of knee)			131885									21830	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131885	
				Date M24 first reported (other specific joint derangements)			131886									4342	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131886	
				Source of report of M24 (other specific joint derangements)			131887									4342	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131887	
				Date M25 first reported (other joint disorders, not elsewhere classified)			131888									85489	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131888	
				Source of report of M25 (other joint disorders, not elsewhere classified)			131889									85489	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131889	
				Date M30 first reported (polyarteritis nodosa and related conditions)			131890									170	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131890	
				Source of report of M30 (polyarteritis nodosa and related conditions)			131891									170	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131891	
				Date M31 first reported (other necrotising vasculopathies)			131892									1417	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131892	
				Source of report of M31 (other necrotising vasculopathies)			131893									1417	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131893	
				Date M32 first reported (systemic lupus erythematosus)			131894									925	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131894	
				Source of report of M32 (systemic lupus erythematosus)			131895									925	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131895	
				Date M33 first reported (dermatopolymyositis)			131896									219	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131896	
				Source of report of M33 (dermatopolymyositis)			131897									219	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131897	
				Date M34 first reported (systemic sclerosis)			131898									382	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131898	
				Source of report of M34 (systemic sclerosis)			131899									382	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131899	
				Date M35 first reported (other systemic involvement of connective tissue)			131900									4863	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131900	
				Source of report of M35 (other systemic involvement of connective tissue)			131901									4863	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131901	
				Date M36 first reported (systemic disorders of connective tissue in diseases classified elsewhere)			131902									41	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131902	
				Source of report of M36 (systemic disorders of connective tissue in diseases classified elsewhere)			131903									41	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131903	
				Date M40 first reported (kyphosis and lordosis)			131904									562	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131904	
				Source of report of M40 (kyphosis and lordosis)			131905									562	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131905	
				Date M41 first reported (scoliosis)			131906									2972	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131906	
				Source of report of M41 (scoliosis)			131907									2972	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131907	
				Date M42 first reported (spinal osteochondrosis)			131908									169	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131908	
				Source of report of M42 (spinal osteochondrosis)			131909									169	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131909	
				Date M43 first reported (other deforming dorsopathies)			131910									5102	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131910	
				Source of report of M43 (other deforming dorsopathies)			131911									5102	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131911	
				Date M45 first reported (ankylosing spondylitis)			131912									1882	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131912	
				Source of report of M45 (ankylosing spondylitis)			131913									1882	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131913	
				Date M46 first reported (other inflammatory spondylopathies)			131914									3475	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131914	
				Source of report of M46 (other inflammatory spondylopathies)			131915									3475	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131915	
				Date M47 first reported (spondylosis)			131916									28709	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131916	
				Source of report of M47 (spondylosis)			131917									28709	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131917	
				Date M48 first reported (other spondylopathies)			131918									12110	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131918	
				Source of report of M48 (other spondylopathies)			131919									12110	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131919	
				Date M49 first reported (spondylopathies in diseases classified elsewhere)			131920									223	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131920	
				Source of report of M49 (spondylopathies in diseases classified elsewhere)			131921									223	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131921	
				Date M50 first reported (cervical disk disorders)			131922									3797	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131922	
				Source of report of M50 (cervical disk disorders)			131923									3797	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131923	
				Date M51 first reported (other intervertebral disk disorders)			131924									22872	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131924	
				Source of report of M51 (other intervertebral disk disorders)			131925									22872	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131925	
				Date M53 first reported (other dorsopathies, not elsewhere classified)			131926									6235	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131926	
				Source of report of M53 (other dorsopathies, not elsewhere classified)			131927									6235	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131927	
				Date M54 first reported (dorsalgia)			131928									70715	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131928	
				Source of report of M54 (dorsalgia)			131929									70715	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131929	
				Date M60 first reported (myositis)			131930									450	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131930	
				Source of report of M60 (myositis)			131931									450	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131931	
				Date M61 first reported (calcification and ossification of muscle)			131932									73	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131932	
				Source of report of M61 (calcification and ossification of muscle)			131933									73	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131933	
				Date M62 first reported (other disorders of muscle)			131934									4344	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131934	
				Source of report of M62 (other disorders of muscle)			131935									4344	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131935	
				Date M63 first reported (disorders of muscle in diseases classified elsewhere)			131936									2	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131936	
