Annotator	Annotation date	Name	GBE ID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
Guhan	11/26/18	Weighted-mean_FA_in_tract_superior_longitudinal_fasciculus_(right)	INI25510	Weighted-mean FA in tract superior longitudinal fasciculus (right)	25510	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25510
Guhan	11/26/18	Weighted-mean_FA_in_tract_superior_thalamic_radiation_(left)	INI25511	Weighted-mean FA in tract superior thalamic radiation (left)	25511	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25511
Guhan	11/26/18	Weighted-mean_FA_in_tract_superior_thalamic_radiation_(right)	INI25512	Weighted-mean FA in tract superior thalamic radiation (right)	25512	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25512
Guhan	11/26/18	Weighted-mean_FA_in_tract_uncinate_fasciculus_(left)	INI25513	Weighted-mean FA in tract uncinate fasciculus (left)	25513	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25513
Guhan	11/26/18	Weighted-mean_FA_in_tract_uncinate_fasciculus_(right)	INI25514	Weighted-mean FA in tract uncinate fasciculus (right)	25514	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25514
Guhan	11/26/18	Weighted-mean_MD_in_tract_acoustic_radiation_(left)	INI25515	Weighted-mean MD in tract acoustic radiation (left)	25515	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25515
Guhan	11/26/18	Weighted-mean_MD_in_tract_acoustic_radiation_(right)	INI25516	Weighted-mean MD in tract acoustic radiation (right)	25516	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25516
Guhan	11/26/18	Weighted-mean_MD_in_tract_anterior_thalamic_radiation_(left)	INI25517	Weighted-mean MD in tract anterior thalamic radiation (left)	25517	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25517
Guhan	11/26/18	Weighted-mean_MD_in_tract_anterior_thalamic_radiation_(right)	INI25518	Weighted-mean MD in tract anterior thalamic radiation (right)	25518	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25518
Guhan	11/26/18	Weighted-mean_MD_in_tract_cingulate_gyrus_part_of_cingulum_(left)	INI25519	Weighted-mean MD in tract cingulate gyrus part of cingulum (left)	25519	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25519
Guhan	11/26/18	Weighted-mean_MD_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25520	Weighted-mean MD in tract cingulate gyrus part of cingulum (right)	25520	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25520
Guhan	11/26/18	Weighted-mean_MD_in_tract_parahippocampal_part_of_cingulum_(left)	INI25521	Weighted-mean MD in tract parahippocampal part of cingulum (left)	25521	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25521
Guhan	11/26/18	Weighted-mean_MD_in_tract_parahippocampal_part_of_cingulum_(right)	INI25522	Weighted-mean MD in tract parahippocampal part of cingulum (right)	25522	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25522
Guhan	11/26/18	Weighted-mean_MD_in_tract_corticospinal_tract_(left)	INI25523	Weighted-mean MD in tract corticospinal tract (left)	25523	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25523
Guhan	11/26/18	Weighted-mean_MD_in_tract_corticospinal_tract_(right)	INI25524	Weighted-mean MD in tract corticospinal tract (right)	25524	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25524
Guhan	11/26/18	Weighted-mean_MD_in_tract_forceps_major	INI25525	Weighted-mean MD in tract forceps major	25525	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25525
Guhan	11/26/18	Weighted-mean_MD_in_tract_forceps_minor	INI25526	Weighted-mean MD in tract forceps minor	25526	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25526
Guhan	11/26/18	Weighted-mean_MD_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25527	Weighted-mean MD in tract inferior fronto-occipital fasciculus (left)	25527	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25527
Guhan	11/26/18	Weighted-mean_MD_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25528	Weighted-mean MD in tract inferior fronto-occipital fasciculus (right)	25528	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25528
Guhan	11/26/18	Weighted-mean_MD_in_tract_inferior_longitudinal_fasciculus_(left)	INI25529	Weighted-mean MD in tract inferior longitudinal fasciculus (left)	25529	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25529
Guhan	11/26/18	Weighted-mean_MD_in_tract_inferior_longitudinal_fasciculus_(right)	INI25530	Weighted-mean MD in tract inferior longitudinal fasciculus (right)	25530	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25530
Guhan	11/26/18	Weighted-mean_MD_in_tract_middle_cerebellar_peduncle	INI25531	Weighted-mean MD in tract middle cerebellar peduncle	25531	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25531
Guhan	11/26/18	Weighted-mean_MD_in_tract_medial_lemniscus_(left)	INI25532	Weighted-mean MD in tract medial lemniscus (left)	25532	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25532
Guhan	11/26/18	Weighted-mean_MD_in_tract_medial_lemniscus_(right)	INI25533	Weighted-mean MD in tract medial lemniscus (right)	25533	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25533
Guhan	11/26/18	Weighted-mean_MD_in_tract_posterior_thalamic_radiation_(left)	INI25534	Weighted-mean MD in tract posterior thalamic radiation (left)	25534	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25534
Guhan	11/26/18	Weighted-mean_MD_in_tract_posterior_thalamic_radiation_(right)	INI25535	Weighted-mean MD in tract posterior thalamic radiation (right)	25535	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25535
Guhan	11/26/18	Weighted-mean_MD_in_tract_superior_longitudinal_fasciculus_(left)	INI25536	Weighted-mean MD in tract superior longitudinal fasciculus (left)	25536	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25536
Guhan	11/26/18	Weighted-mean_MD_in_tract_superior_longitudinal_fasciculus_(right)	INI25537	Weighted-mean MD in tract superior longitudinal fasciculus (right)	25537	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25537
Guhan	11/26/18	Weighted-mean_MD_in_tract_superior_thalamic_radiation_(left)	INI25538	Weighted-mean MD in tract superior thalamic radiation (left)	25538	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25538
Guhan	11/26/18	Weighted-mean_MD_in_tract_superior_thalamic_radiation_(right)	INI25539	Weighted-mean MD in tract superior thalamic radiation (right)	25539	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25539
Guhan	11/26/18	Weighted-mean_MD_in_tract_uncinate_fasciculus_(left)	INI25540	Weighted-mean MD in tract uncinate fasciculus (left)	25540	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25540
Guhan	11/26/18	Weighted-mean_MD_in_tract_uncinate_fasciculus_(right)	INI25541	Weighted-mean MD in tract uncinate fasciculus (right)	25541	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25541
Guhan	11/26/18	Weighted-mean_MO_in_tract_acoustic_radiation_(left)	INI25542	Weighted-mean MO in tract acoustic radiation (left)	25542	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25542
Guhan	11/26/18	Weighted-mean_MO_in_tract_acoustic_radiation_(right)	INI25543	Weighted-mean MO in tract acoustic radiation (right)	25543	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25543
Guhan	11/26/18	Weighted-mean_MO_in_tract_anterior_thalamic_radiation_(left)	INI25544	Weighted-mean MO in tract anterior thalamic radiation (left)	25544	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25544
Guhan	11/26/18	Weighted-mean_MO_in_tract_anterior_thalamic_radiation_(right)	INI25545	Weighted-mean MO in tract anterior thalamic radiation (right)	25545	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25545
Guhan	11/26/18	Weighted-mean_MO_in_tract_cingulate_gyrus_part_of_cingulum_(left)	INI25546	Weighted-mean MO in tract cingulate gyrus part of cingulum (left)	25546	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25546
Guhan	11/26/18	Weighted-mean_MO_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25547	Weighted-mean MO in tract cingulate gyrus part of cingulum (right)	25547	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25547
Guhan	11/26/18	Weighted-mean_MO_in_tract_parahippocampal_part_of_cingulum_(left)	INI25548	Weighted-mean MO in tract parahippocampal part of cingulum (left)	25548	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25548
Guhan	11/26/18	Weighted-mean_MO_in_tract_parahippocampal_part_of_cingulum_(right)	INI25549	Weighted-mean MO in tract parahippocampal part of cingulum (right)	25549	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25549
Guhan	11/26/18	Weighted-mean_MO_in_tract_corticospinal_tract_(left)	INI25550	Weighted-mean MO in tract corticospinal tract (left)	25550	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25550
Guhan	11/26/18	Weighted-mean_MO_in_tract_corticospinal_tract_(right)	INI25551	Weighted-mean MO in tract corticospinal tract (right)	25551	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25551
Guhan	11/26/18	Weighted-mean_MO_in_tract_forceps_major	INI25552	Weighted-mean MO in tract forceps major	25552	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25552
Guhan	11/26/18	Weighted-mean_MO_in_tract_forceps_minor	INI25553	Weighted-mean MO in tract forceps minor	25553	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25553
Guhan	11/26/18	Weighted-mean_MO_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25554	Weighted-mean MO in tract inferior fronto-occipital fasciculus (left)	25554	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25554
Guhan	11/26/18	Weighted-mean_MO_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25555	Weighted-mean MO in tract inferior fronto-occipital fasciculus (right)	25555	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25555
Guhan	11/26/18	Weighted-mean_MO_in_tract_inferior_longitudinal_fasciculus_(left)	INI25556	Weighted-mean MO in tract inferior longitudinal fasciculus (left)	25556	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25556
Guhan	11/26/18	Weighted-mean_MO_in_tract_inferior_longitudinal_fasciculus_(right)	INI25557	Weighted-mean MO in tract inferior longitudinal fasciculus (right)	25557	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25557
Guhan	11/26/18	Weighted-mean_MO_in_tract_middle_cerebellar_peduncle	INI25558	Weighted-mean MO in tract middle cerebellar peduncle	25558	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25558
Guhan	11/26/18	Weighted-mean_MO_in_tract_medial_lemniscus_(left)	INI25559	Weighted-mean MO in tract medial lemniscus (left)	25559	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25559
Guhan	11/26/18	Weighted-mean_MO_in_tract_medial_lemniscus_(right)	INI25560	Weighted-mean MO in tract medial lemniscus (right)	25560	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25560
Guhan	11/26/18	Weighted-mean_MO_in_tract_posterior_thalamic_radiation_(left)	INI25561	Weighted-mean MO in tract posterior thalamic radiation (left)	25561	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25561
Guhan	11/26/18	Weighted-mean_MO_in_tract_posterior_thalamic_radiation_(right)	INI25562	Weighted-mean MO in tract posterior thalamic radiation (right)	25562	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25562
Guhan	11/26/18	Weighted-mean_MO_in_tract_superior_longitudinal_fasciculus_(left)	INI25563	Weighted-mean MO in tract superior longitudinal fasciculus (left)	25563	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25563
Guhan	11/26/18	Weighted-mean_MO_in_tract_superior_longitudinal_fasciculus_(right)	INI25564	Weighted-mean MO in tract superior longitudinal fasciculus (right)	25564	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25564
Guhan	11/26/18	Weighted-mean_MO_in_tract_superior_thalamic_radiation_(left)	INI25565	Weighted-mean MO in tract superior thalamic radiation (left)	25565	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25565
Guhan	11/26/18	Weighted-mean_MO_in_tract_superior_thalamic_radiation_(right)	INI25566	Weighted-mean MO in tract superior thalamic radiation (right)	25566	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25566
Guhan	11/26/18	Weighted-mean_MO_in_tract_uncinate_fasciculus_(left)	INI25567	Weighted-mean MO in tract uncinate fasciculus (left)	25567	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25567
Guhan	11/26/18	Weighted-mean_MO_in_tract_uncinate_fasciculus_(right)	INI25568	Weighted-mean MO in tract uncinate fasciculus (right)	25568	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25568
Guhan	11/26/18	Weighted-mean_L1_in_tract_acoustic_radiation_(left)	INI25569	Weighted-mean L1 in tract acoustic radiation (left)	25569	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25569
Guhan	11/26/18	Weighted-mean_L1_in_tract_acoustic_radiation_(right)	INI25570	Weighted-mean L1 in tract acoustic radiation (right)	25570	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25570
Guhan	11/26/18	Weighted-mean_L1_in_tract_anterior_thalamic_radiation_(left)	INI25571	Weighted-mean L1 in tract anterior thalamic radiation (left)	25571	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25571
Guhan	11/26/18	Weighted-mean_L1_in_tract_anterior_thalamic_radiation_(right)	INI25572	Weighted-mean L1 in tract anterior thalamic radiation (right)	25572	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25572
Guhan	11/26/18	Weighted-mean_L1_in_tract_cingulate_gyrus_part_of_cingulum_(left)	INI25573	Weighted-mean L1 in tract cingulate gyrus part of cingulum (left)	25573	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25573
Guhan	11/26/18	Weighted-mean_L1_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25574	Weighted-mean L1 in tract cingulate gyrus part of cingulum (right)	25574	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25574
Guhan	11/26/18	Weighted-mean_L1_in_tract_parahippocampal_part_of_cingulum_(left)	INI25575	Weighted-mean L1 in tract parahippocampal part of cingulum (left)	25575	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25575
Guhan	11/26/18	Weighted-mean_L1_in_tract_parahippocampal_part_of_cingulum_(right)	INI25576	Weighted-mean L1 in tract parahippocampal part of cingulum (right)	25576	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25576
Guhan	11/26/18	Weighted-mean_L1_in_tract_corticospinal_tract_(left)	INI25577	Weighted-mean L1 in tract corticospinal tract (left)	25577	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25577
Guhan	11/26/18	Weighted-mean_L1_in_tract_corticospinal_tract_(right)	INI25578	Weighted-mean L1 in tract corticospinal tract (right)	25578	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25578
Guhan	11/26/18	Weighted-mean_L1_in_tract_forceps_major	INI25579	Weighted-mean L1 in tract forceps major	25579	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25579
Guhan	11/26/18	Weighted-mean_L1_in_tract_forceps_minor	INI25580	Weighted-mean L1 in tract forceps minor	25580	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25580
Guhan	11/26/18	Weighted-mean_L1_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25581	Weighted-mean L1 in tract inferior fronto-occipital fasciculus (left)	25581	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25581
Guhan	11/26/18	Weighted-mean_L1_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25582	Weighted-mean L1 in tract inferior fronto-occipital fasciculus (right)	25582	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25582
Guhan	11/26/18	Weighted-mean_L1_in_tract_inferior_longitudinal_fasciculus_(left)	INI25583	Weighted-mean L1 in tract inferior longitudinal fasciculus (left)	25583	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25583
Guhan	11/26/18	Weighted-mean_L1_in_tract_inferior_longitudinal_fasciculus_(right)	INI25584	Weighted-mean L1 in tract inferior longitudinal fasciculus (right)	25584	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25584
Guhan	11/26/18	Weighted-mean_L1_in_tract_middle_cerebellar_peduncle	INI25585	Weighted-mean L1 in tract middle cerebellar peduncle	25585	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25585
Guhan	11/26/18	Weighted-mean_L1_in_tract_medial_lemniscus_(left)	INI25586	Weighted-mean L1 in tract medial lemniscus (left)	25586	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25586
Guhan	11/26/18	Weighted-mean_L1_in_tract_medial_lemniscus_(right)	INI25587	Weighted-mean L1 in tract medial lemniscus (right)	25587	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25587
Guhan	11/26/18	Weighted-mean_L1_in_tract_posterior_thalamic_radiation_(left)	INI25588	Weighted-mean L1 in tract posterior thalamic radiation (left)	25588	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25588
Guhan	11/26/18	Weighted-mean_L1_in_tract_posterior_thalamic_radiation_(right)	INI25589	Weighted-mean L1 in tract posterior thalamic radiation (right)	25589	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25589
Guhan	11/26/18	Weighted-mean_L1_in_tract_superior_longitudinal_fasciculus_(left)	INI25590	Weighted-mean L1 in tract superior longitudinal fasciculus (left)	25590	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25590
Guhan	11/26/18	Weighted-mean_L1_in_tract_superior_longitudinal_fasciculus_(right)	INI25591	Weighted-mean L1 in tract superior longitudinal fasciculus (right)	25591	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25591
Guhan	11/26/18	Weighted-mean_L1_in_tract_superior_thalamic_radiation_(left)	INI25592	Weighted-mean L1 in tract superior thalamic radiation (left)	25592	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25592
Guhan	11/26/18	Weighted-mean_L1_in_tract_superior_thalamic_radiation_(right)	INI25593	Weighted-mean L1 in tract superior thalamic radiation (right)	25593	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25593
Guhan	11/26/18	Weighted-mean_L1_in_tract_uncinate_fasciculus_(left)	INI25594	Weighted-mean L1 in tract uncinate fasciculus (left)	25594	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25594
Guhan	11/26/18	Weighted-mean_L1_in_tract_uncinate_fasciculus_(right)	INI25595	Weighted-mean L1 in tract uncinate fasciculus (right)	25595	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25595
Guhan	11/26/18	Weighted-mean_L2_in_tract_acoustic_radiation_(left)	INI25596	Weighted-mean L2 in tract acoustic radiation (left)	25596	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25596
Guhan	11/26/18	Weighted-mean_L2_in_tract_acoustic_radiation_(right)	INI25597	Weighted-mean L2 in tract acoustic radiation (right)	25597	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25597
Guhan	11/26/18	Weighted-mean_L2_in_tract_anterior_thalamic_radiation_(left)	INI25598	Weighted-mean L2 in tract anterior thalamic radiation (left)	25598	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25598
Guhan	11/26/18	Weighted-mean_L2_in_tract_anterior_thalamic_radiation_(right)	INI25599	Weighted-mean L2 in tract anterior thalamic radiation (right)	25599	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25599
Guhan	11/26/18	Weighted-mean_L2_in_tract_cingulate_gyrus_part_of_cingulum_(left)	INI25600	Weighted-mean L2 in tract cingulate gyrus part of cingulum (left)	25600	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25600
Guhan	11/26/18	Weighted-mean_L2_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25601	Weighted-mean L2 in tract cingulate gyrus part of cingulum (right)	25601	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25601
Guhan	11/26/18	Weighted-mean_L2_in_tract_parahippocampal_part_of_cingulum_(left)	INI25602	Weighted-mean L2 in tract parahippocampal part of cingulum (left)	25602	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25602
Guhan	11/26/18	Weighted-mean_L2_in_tract_parahippocampal_part_of_cingulum_(right)	INI25603	Weighted-mean L2 in tract parahippocampal part of cingulum (right)	25603	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25603
Guhan	11/26/18	Weighted-mean_L2_in_tract_corticospinal_tract_(left)	INI25604	Weighted-mean L2 in tract corticospinal tract (left)	25604	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25604
