Annotator	Annotation date	Name	GBE ID	TableID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Note
Guhan	11/26/2018	Mean_ICVF_in_body_of_corpus_callosum_on_FA_skeleton	INI25347	9797	Mean ICVF in body of corpus callosum on FA skeleton	25347	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25347	
Guhan	11/26/2018	Mean_ICVF_in_splenium_of_corpus_callosum_on_FA_skeleton	INI25348	9797	Mean ICVF in splenium of corpus callosum on FA skeleton	25348	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25348	
Guhan	11/26/2018	Mean_ICVF_in_fornix_on_FA_skeleton	INI25349	9797	Mean ICVF in fornix on FA skeleton	25349	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25349	
Guhan	11/26/2018	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(right)	INI25350	9797	Mean ICVF in corticospinal tract on FA skeleton (right)	25350	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25350	
Guhan	11/26/2018	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(left)	INI25351	9797	Mean ICVF in corticospinal tract on FA skeleton (left)	25351	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25351	
Guhan	11/26/2018	Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(right)	INI25352	9797	Mean ICVF in medial lemniscus on FA skeleton (right)	25352	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25352	
Guhan	11/26/2018	Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(left)	INI25353	9797	Mean ICVF in medial lemniscus on FA skeleton (left)	25353	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25353	
Guhan	11/26/2018	Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25354	9797	Mean ICVF in inferior cerebellar peduncle on FA skeleton (right)	25354	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25354	
Guhan	11/26/2018	Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25355	9797	Mean ICVF in inferior cerebellar peduncle on FA skeleton (left)	25355	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25355	
Guhan	11/26/2018	Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25356	9797	Mean ICVF in superior cerebellar peduncle on FA skeleton (right)	25356	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25356	
Guhan	11/26/2018	Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25357	9797	Mean ICVF in superior cerebellar peduncle on FA skeleton (left)	25357	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25357	
Guhan	11/26/2018	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(right)	INI25358	9797	Mean ICVF in cerebral peduncle on FA skeleton (right)	25358	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25358	
Guhan	11/26/2018	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(left)	INI25359	9797	Mean ICVF in cerebral peduncle on FA skeleton (left)	25359	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25359	
Guhan	11/26/2018	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25360	9797	Mean ICVF in anterior limb of internal capsule on FA skeleton (right)	25360	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25360	
Guhan	11/26/2018	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25361	9797	Mean ICVF in anterior limb of internal capsule on FA skeleton (left)	25361	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25361	
Guhan	11/26/2018	Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25362	9797	Mean ICVF in posterior limb of internal capsule on FA skeleton (right)	25362	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25362	
Guhan	11/26/2018	Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25363	9797	Mean ICVF in posterior limb of internal capsule on FA skeleton (left)	25363	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25363	
Guhan	11/26/2018	Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	INI25364	9797	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right)	25364	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25364	
Guhan	11/26/2018	Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	INI25365	9797	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left)	25365	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25365	
Guhan	11/26/2018	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(right)	INI25366	9797	Mean ICVF in anterior corona radiata on FA skeleton (right)	25366	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25366	
Guhan	11/26/2018	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(left)	INI25367	9797	Mean ICVF in anterior corona radiata on FA skeleton (left)	25367	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25367	
Guhan	11/26/2018	Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(right)	INI25368	9797	Mean ICVF in superior corona radiata on FA skeleton (right)	25368	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25368	
Guhan	11/26/2018	Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(left)	INI25369	9797	Mean ICVF in superior corona radiata on FA skeleton (left)	25369	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25369	
Guhan	11/26/2018	Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(right)	INI25370	9797	Mean ICVF in posterior corona radiata on FA skeleton (right)	25370	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25370	
Guhan	11/26/2018	Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(left)	INI25371	9797	Mean ICVF in posterior corona radiata on FA skeleton (left)	25371	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25371	
Guhan	11/26/2018	Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	INI25372	9797	Mean ICVF in posterior thalamic radiation on FA skeleton (right)	25372	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25372	
Guhan	11/26/2018	Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	INI25373	9797	Mean ICVF in posterior thalamic radiation on FA skeleton (left)	25373	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25373	
Guhan	11/26/2018	Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(right)	INI25374	9797	Mean ICVF in sagittal stratum on FA skeleton (right)	25374	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25374	
Guhan	11/26/2018	Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(left)	INI25375	9797	Mean ICVF in sagittal stratum on FA skeleton (left)	25375	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25375	
Guhan	11/26/2018	Mean_ICVF_in_external_capsule_on_FA_skeleton_(right)	INI25376	9797	Mean ICVF in external capsule on FA skeleton (right)	25376	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25376	
Guhan	11/26/2018	Mean_ICVF_in_external_capsule_on_FA_skeleton_(left)	INI25377	9797	Mean ICVF in external capsule on FA skeleton (left)	25377	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25377	
Guhan	11/26/2018	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	INI25378	9797	Mean ICVF in cingulum cingulate gyrus on FA skeleton (right)	25378	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25378	
Guhan	11/26/2018	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	INI25379	9797	Mean ICVF in cingulum cingulate gyrus on FA skeleton (left)	25379	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25379	
Guhan	11/26/2018	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(right)	INI25380	9797	Mean ICVF in cingulum hippocampus on FA skeleton (right)	25380	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25380	
Guhan	11/26/2018	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(left)	INI25381	9797	Mean ICVF in cingulum hippocampus on FA skeleton (left)	25381	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25381	
Guhan	11/26/2018	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	INI25382	9797	Mean ICVF in fornix cres+stria terminalis on FA skeleton (right)	25382	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25382	
Guhan	11/26/2018	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	INI25383	9797	Mean ICVF in fornix cres+stria terminalis on FA skeleton (left)	25383	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25383	
Guhan	11/26/2018	Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)	INI25384	9797	Mean ICVF in superior longitudinal fasciculus on FA skeleton (right)	25384	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25384	
Guhan	11/26/2018	Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)	INI25385	9797	Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)	25385	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25385	
Guhan	11/26/2018	Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	INI25386	9797	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right)	25386	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25386	
Guhan	11/26/2018	Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	INI25387	9797	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left)	25387	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25387	
Guhan	11/26/2018	Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(right)	INI25388	9797	Mean ICVF in uncinate fasciculus on FA skeleton (right)	25388	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25388	
Guhan	11/26/2018	Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(left)	INI25389	9797	Mean ICVF in uncinate fasciculus on FA skeleton (left)	25389	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25389	
Guhan	11/26/2018	Mean_ICVF_in_tapetum_on_FA_skeleton_(right)	INI25390	9797	Mean ICVF in tapetum on FA skeleton (right)	25390	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25390	
Guhan	11/26/2018	Mean_ICVF_in_tapetum_on_FA_skeleton_(left)	INI25391	9797	Mean ICVF in tapetum on FA skeleton (left)	25391	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25391	
Guhan	11/26/2018	Mean_ISOVF_in_middle_cerebellar_peduncle_on_FA_skeleton	INI25440	9797	Mean ISOVF in middle cerebellar peduncle on FA skeleton	25440	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25440	
Guhan	11/26/2018	Mean_ISOVF_in_pontine_crossing_tract_on_FA_skeleton	INI25441	9797	Mean ISOVF in pontine crossing tract on FA skeleton	25441	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25441	
Guhan	11/26/2018	Mean_ISOVF_in_genu_of_corpus_callosum_on_FA_skeleton	INI25442	9797	Mean ISOVF in genu of corpus callosum on FA skeleton	25442	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25442	
Guhan	11/26/2018	Mean_ISOVF_in_body_of_corpus_callosum_on_FA_skeleton	INI25443	9797	Mean ISOVF in body of corpus callosum on FA skeleton	25443	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25443	
Guhan	11/26/2018	Mean_ISOVF_in_splenium_of_corpus_callosum_on_FA_skeleton	INI25444	9797	Mean ISOVF in splenium of corpus callosum on FA skeleton	25444	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25444	
Guhan	11/26/2018	Mean_ISOVF_in_fornix_on_FA_skeleton	INI25445	9797	Mean ISOVF in fornix on FA skeleton	25445	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25445	
Guhan	11/26/2018	Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(right)	INI25446	9797	Mean ISOVF in corticospinal tract on FA skeleton (right)	25446	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25446	
Guhan	11/26/2018	Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(left)	INI25447	9797	Mean ISOVF in corticospinal tract on FA skeleton (left)	25447	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25447	
Guhan	11/26/2018	Mean_ISOVF_in_medial_lemniscus_on_FA_skeleton_(right)	INI25448	9797	Mean ISOVF in medial lemniscus on FA skeleton (right)	25448	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25448	
Guhan	11/26/2018	Mean_ISOVF_in_medial_lemniscus_on_FA_skeleton_(left)	INI25449	9797	Mean ISOVF in medial lemniscus on FA skeleton (left)	25449	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25449	
Guhan	11/26/2018	Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25450	9797	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right)	25450	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25450	
Guhan	11/26/2018	Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25451	9797	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)	25451	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25451	
Guhan	11/26/2018	Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25452	9797	Mean ISOVF in superior cerebellar peduncle on FA skeleton (right)	25452	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25452	
Guhan	11/26/2018	Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25453	9797	Mean ISOVF in superior cerebellar peduncle on FA skeleton (left)	25453	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25453	
Guhan	11/26/2018	Mean_ISOVF_in_cerebral_peduncle_on_FA_skeleton_(right)	INI25454	9797	Mean ISOVF in cerebral peduncle on FA skeleton (right)	25454	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25454	
Guhan	11/26/2018	Mean_ISOVF_in_cerebral_peduncle_on_FA_skeleton_(left)	INI25455	9797	Mean ISOVF in cerebral peduncle on FA skeleton (left)	25455	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25455	
Guhan	11/26/2018	Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25456	9797	Mean ISOVF in anterior limb of internal capsule on FA skeleton (right)	25456	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25456	
Guhan	11/26/2018	Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25457	9797	Mean ISOVF in anterior limb of internal capsule on FA skeleton (left)	25457	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25457	
Guhan	11/26/2018	Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25458	9797	Mean ISOVF in posterior limb of internal capsule on FA skeleton (right)	25458	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25458	
Guhan	11/26/2018	Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25459	9797	Mean ISOVF in posterior limb of internal capsule on FA skeleton (left)	25459	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25459	
Guhan	11/26/2018	Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	INI25460	9797	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right)	25460	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25460	
Guhan	11/26/2018	Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	INI25461	9797	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left)	25461	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25461	
Guhan	11/26/2018	Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(right)	INI25462	9797	Mean ISOVF in anterior corona radiata on FA skeleton (right)	25462	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25462	
Guhan	11/26/2018	Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(left)	INI25463	9797	Mean ISOVF in anterior corona radiata on FA skeleton (left)	25463	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25463	
Guhan	11/26/2018	Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(right)	INI25464	9797	Mean ISOVF in superior corona radiata on FA skeleton (right)	25464	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25464	
Guhan	11/26/2018	Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(left)	INI25465	9797	Mean ISOVF in superior corona radiata on FA skeleton (left)	25465	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25465	
Guhan	11/26/2018	Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(right)	INI25466	9797	Mean ISOVF in posterior corona radiata on FA skeleton (right)	25466	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25466	
Guhan	11/26/2018	Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(left)	INI25467	9797	Mean ISOVF in posterior corona radiata on FA skeleton (left)	25467	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25467	
Guhan	11/26/2018	Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	INI25468	9797	Mean ISOVF in posterior thalamic radiation on FA skeleton (right)	25468	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25468	
Guhan	11/26/2018	Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	INI25469	9797	Mean ISOVF in posterior thalamic radiation on FA skeleton (left)	25469	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25469	
Guhan	11/26/2018	Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(right)	INI25470	9797	Mean ISOVF in sagittal stratum on FA skeleton (right)	25470	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25470	
Guhan	11/26/2018	Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(left)	INI25471	9797	Mean ISOVF in sagittal stratum on FA skeleton (left)	25471	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25471	
Guhan	11/26/2018	Mean_ISOVF_in_external_capsule_on_FA_skeleton_(right)	INI25472	9797	Mean ISOVF in external capsule on FA skeleton (right)	25472	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25472	
Guhan	11/26/2018	Mean_ISOVF_in_external_capsule_on_FA_skeleton_(left)	INI25473	9797	Mean ISOVF in external capsule on FA skeleton (left)	25473	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25473	
Guhan	11/26/2018	Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	INI25474	9797	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right)	25474	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25474	
Guhan	11/26/2018	Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	INI25475	9797	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left)	25475	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25475	
Guhan	11/26/2018	Mean_ISOVF_in_cingulum_hippocampus_on_FA_skeleton_(right)	INI25476	9797	Mean ISOVF in cingulum hippocampus on FA skeleton (right)	25476	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25476	
Guhan	11/26/2018	Mean_ISOVF_in_cingulum_hippocampus_on_FA_skeleton_(left)	INI25477	9797	Mean ISOVF in cingulum hippocampus on FA skeleton (left)	25477	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25477	
Guhan	11/26/2018	Mean_ISOVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	INI25478	9797	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right)	25478	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25478	
Guhan	11/26/2018	Mean_ISOVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	INI25479	9797	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left)	25479	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25479	
Guhan	11/26/2018	Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	INI25482	9797	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right)	25482	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25482	
Guhan	11/26/2018	Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	INI25483	9797	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left)	25483	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25483	
Guhan	11/26/2018	Weighted-mean_FA_in_tract_acoustic_radiation_(left)	INI25488	9797	Weighted-mean FA in tract acoustic radiation (left)	25488	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25488	
