filename|controls|cases|phenotypename|icd10
coxnet_status_f.132012.0.0.csv|337148|4|hereditary nephropathy, not elsewhere classified|N07
coxnet_status_f.131944.0.0.csv|337148|4|disorders of synovium and tendon in diseases classified elsewhere|M68
coxnet_status_f.131846.0.0.csv|337148|4|postinfective and reactive arthropathies in diseases classified elsewhere|M03
coxnet_status_f.131026.0.0.csv|337148|4|parkinsonism in diseases classified elsewhere|G22
coxnet_status_f.130810.0.0.csv|337148|4|disorders of glycosaminoglycan metabolism|E76
coxnet_status_f.130322.0.0.csv|337148|4|myiasis|B87
coxnet_status_f.130288.0.0.csv|337148|4|cysticercosis|B69
coxnet_status_f.130276.0.0.csv|337148|4|other protozoal diseases, not elsewhere classified|B60
coxnet_status_f.130162.0.0.csv|337148|4|unspecified arthropod-borne viral fever|A94
coxnet_status_f.130160.0.0.csv|337148|4|other arthropod-borne viral fevers, not elsewhere classified|A93
coxnet_status_f.132596.0.0.csv|337149|3|balanced rearrangements and structural markers, not elsewhere classified|Q95
coxnet_status_f.132506.0.0.csv|337149|3|congenital absence, atresia and stenosis of small intestine|Q41
coxnet_status_f.132432.0.0.csv|337149|3|anencephaly and similar malformations|Q00
coxnet_status_f.132426.0.0.csv|337149|3|disorders of muscle tone of newborn|P94
coxnet_status_f.132346.0.0.csv|337149|3|respiratory distress of newborn|P22
coxnet_status_f.132332.0.0.csv|337149|3|other birth injuries to central nervous system|P11
coxnet_status_f.132302.0.0.csv|337149|3|sequelae of complication of pregnancy, childbirth and the puerperium|O94
coxnet_status_f.131656.0.0.csv|337149|3|disorders of peritoneum in infectious diseases classified elsewhere|K67
coxnet_status_f.131512.0.0.csv|337149|3|airway disease due to specific organic dust|J66
coxnet_status_f.131336.0.0.csv|337149|3|myocarditis in diseases classified elsewhere|I41
coxnet_status_f.131248.0.0.csv|337149|3|other disorders of middle ear and mastoid in diseases classified elsewhere|H75
coxnet_status_f.130980.0.0.csv|337149|3|mixed disorders of conduct and emotions|F92
coxnet_status_f.130958.0.0.csv|337149|3|other mental retardation|F78
coxnet_status_f.130954.0.0.csv|337149|3|severe mental retardation|F72
coxnet_status_f.130768.0.0.csv|337149|3|niacin deficiency [pellagra]|E52
coxnet_status_f.130764.0.0.csv|337149|3|vitamin a deficiency|E50
coxnet_status_f.130758.0.0.csv|337149|3|protein-energy malnutrition of moderate and mild degree|E44
coxnet_status_f.130710.0.0.csv|337149|3|malnutrition-related diabetes mellitus|E12
coxnet_status_f.130674.0.0.csv|337149|3|other disorders of blood and blood-forming organs in diseases classified elsewhere|D77
coxnet_status_f.130668.0.0.csv|337149|3|methaemoglobinaemia|D74
coxnet_status_f.130326.0.0.csv|337149|3|unspecified parasitic disease|B89
coxnet_status_f.130298.0.0.csv|337149|3|filariasis|B74
coxnet_status_f.130246.0.0.csv|337149|3|cryptococcosis|B45
coxnet_status_f.130074.0.0.csv|337149|3|nocardiosis|A43
coxnet_status_f.132396.0.0.csv|337150|2|transitory disorders of carbohydrate metabolism specific to foetus and newborn|P70
coxnet_status_f.132388.0.0.csv|337150|2|neonatal jaundice due to other excessive haemolysis|P58
coxnet_status_f.132378.0.0.csv|337150|2|haemorrhagic disease of foetus and newborn|P53
coxnet_status_f.132350.0.0.csv|337150|2|neonatal aspiration syndromes|P24
coxnet_status_f.132348.0.0.csv|337150|2|congenital pneumonia|P23
coxnet_status_f.132344.0.0.csv|337150|2|birth asphyxia|P21
coxnet_status_f.132334.0.0.csv|337150|2|birth injury to scalp|P12
coxnet_status_f.132330.0.0.csv|337150|2|intracranial laceration and haemorrhage due to birth injury|P10
coxnet_status_f.132210.0.0.csv|337150|2|complications of anaesthesia during pregnancy|O29
coxnet_status_f.131686.0.0.csv|337150|2|disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere|K87
coxnet_status_f.131358.0.0.csv|337150|2|other heart disorders in diseases classified elsewhere|I52
coxnet_status_f.131188.0.0.csv|337150|2|glaucoma in diseases classified elsewhere|H42
coxnet_status_f.131006.0.0.csv|337150|2|intracranial and intraspinal abscess and granuloma in diseases classified elsewhere|G07
coxnet_status_f.130974.0.0.csv|337150|2|unspecified disorder of psychological development|F89
coxnet_status_f.130930.0.0.csv|337150|2|unspecified behavioural syndromes associated with physiological disturbances and physical factors|F59
coxnet_status_f.130882.0.0.csv|337150|2|induced delusional disorder|F24
coxnet_status_f.130780.0.0.csv|337150|2|dietary selenium deficiency|E59
coxnet_status_f.130306.0.0.csv|337150|2|strongyloidiasis|B78
coxnet_status_f.130262.0.0.csv|337150|2|other parasitologically confirmed malaria|B53
coxnet_status_f.130260.0.0.csv|337150|2|plasmodium malariae malaria|B52
coxnet_status_f.130248.0.0.csv|337150|2|zygomycosis|B46
coxnet_status_f.130126.0.0.csv|337150|2|typhus fever|A75
coxnet_status_f.130116.0.0.csv|337150|2|relapsing fevers|A68
coxnet_status_f.130108.0.0.csv|337150|2|unspecified sexually transmitted disease|A64
coxnet_status_f.130040.0.0.csv|337150|2|rat-bite fevers|A25
coxnet_status_f.130034.0.0.csv|337150|2|anthrax|A22
coxnet_status_f.132582.0.0.csv|337151|1|congenital malformation syndromes due to known exogenous causes, not elsewhere classified|Q86
coxnet_status_f.132436.0.0.csv|337151|1|microcephaly|Q02
coxnet_status_f.132420.0.0.csv|337151|1|other disturbances of cerebral status of newborn|P91
coxnet_status_f.132410.0.0.csv|337151|1|other perinatal digestive system disorders|P78
coxnet_status_f.132398.0.0.csv|337151|1|transitory neonatal disorders of calcium and magnesium metabolism|P71
coxnet_status_f.132352.0.0.csv|337151|1|interstitial emphysema and related conditions originating in the perinatal period|P25
coxnet_status_f.132322.0.0.csv|337151|1|foetus and newborn affected by noxious influences transmitted via placenta or breast milk|P04
coxnet_status_f.131952.0.0.csv|337151|1|soft tissue disorders in diseases classified elsewhere|M73
coxnet_status_f.131936.0.0.csv|337151|1|disorders of muscle in diseases classified elsewhere|M63
coxnet_status_f.131762.0.0.csv|337151|1|erythema in diseases classified elsewhere|L54
coxnet_status_f.131718.0.0.csv|337151|1|bullous disorders in diseases classified elsewhere|L14
coxnet_status_f.131254.0.0.csv|337151|1|vertiginous syndromes in diseases classified elsewhere|H82
coxnet_status_f.130984.0.0.csv|337151|1|disorders of social functioning with onset specific to childhood and adolescence|F94
coxnet_status_f.130972.0.0.csv|337151|1|other disorders of psychological development|F88
coxnet_status_f.130796.0.0.csv|337151|1|sequelae of hyperalimentation|E68
coxnet_status_f.130788.0.0.csv|337151|1|sequelae of malnutrition and other nutritional deficiencies|E64
coxnet_status_f.130760.0.0.csv|337151|1|retarded development following protein-energy malnutrition|E45
coxnet_status_f.130748.0.0.csv|337151|1|disorders of endocrine glands in diseases classified elsewhere|E35
coxnet_status_f.130308.0.0.csv|337151|1|trichuriasis|B79
coxnet_status_f.130300.0.0.csv|337151|1|trichinellosis|B75
coxnet_status_f.130282.0.0.csv|337151|1|other fluke infections|B66
coxnet_status_f.130270.0.0.csv|337151|1|chagas' disease|B57
coxnet_status_f.130242.0.0.csv|337151|1|chromomycosis and phaeomycotic abscess|B43
coxnet_status_f.130240.0.0.csv|337151|1|sporotrichosis|B42
coxnet_status_f.130236.0.0.csv|337151|1|blastomycosis|B40
coxnet_status_f.130232.0.0.csv|337151|1|coccidioidomycosis|B38
coxnet_status_f.130170.0.0.csv|337151|1|other viral haemorrhagic fevers, not elsewhere classified|A98
coxnet_status_f.130156.0.0.csv|337151|1|dengue haemorrhagic fever|A91
coxnet_status_f.130100.0.0.csv|337151|1|granuloma inguinale|A58
coxnet_status_f.130094.0.0.csv|337151|1|chlamydial lymphogranuloma (venereum|A55
coxnet_status_f.130054.0.0.csv|337151|1|tetanus neonatorum|A33
coxnet_status_f.130030.0.0.csv|337151|1|plague|A20
