GBE_category	GBE_ID	GBE_N_EXOME	GBE_NAME	GBE_short_name	GBE_short_name_len
MED	MED1140911578	0	ung_cocois_co	Ung cocois co	13
MED	MED1140911598	0	saline_0.9%_topical_solution	Saline 0.9% topical solution	28
MED	MED1140911636	0	kalms_tablet	Kalms tablet	12
MED	MED1140911638	0	kelp+garlic_product	Kelp+garlic product	19
MED	MED1140911640	0	lecithin_product	Lecithin product	16
MED	MED1140911642	0	tacrolimus	Tacrolimus	10
MED	MED1140911658	0	imigran_50mg_tablet	Imigran 50mg tablet	19
MED	MED1140911662	0	frador_tincture	Frador tincture	15
MED	MED1140911678	0	waterfall_tablet	Waterfall tablet	16
MED	MED1140911680	0	starflower_oil	Starflower oil	14
MED	MED1140911682	0	selenium_ace_tablet	Selenium ace tablet	19
MED	MED1140911698	0	slozem_120mg_m/r_capsule	Slozem 120mg m/r capsule	24
MED	MED1140911708	0	estring_2mg(7.5micrograms/24hours)_vaginal_ring	Estring 2mg(7.5micrograms/24hours) vaginal ring	47
MED	MED1140911710	0	modaplate_25mg_tablet	Modaplate 25mg tablet	21
MED	MED1140911714	0	kefadim_500mg_injection_(pdr_for_recon)	Kefadim 500mg injection (pdr for recon)	39
MED	MED1140911716	0	kefadim_1g_injection_(pdr_for_recon)	Kefadim 1g injection (pdr for recon)	36
MED	MED1140911718	0	kefadim_2g_injection_(pdr_for_recon)	Kefadim 2g injection (pdr for recon)	36
MED	MED1140911720	0	kefadim_2g_infusion_(pdr_for_recon)	Kefadim 2g infusion (pdr for recon)	35
MED	MED1140911728	0	beta-carotene_product	Beta-carotene product	21
MED	MED1140911730	0	flax_oil_tablet	Flax oil tablet	15
MED	MED1140911732	0	garlic_product	Garlic product	14
MED	MED1140911734	0	ginkgo_forte_tablet	Ginkgo forte tablet	19
MED	MED1140911736	0	ginseng_product	Ginseng product	15
MED	MED1140911738	0	guarina_sachet	Guarina sachet	14
MED	MED1140911748	0	ibuprofen+menthol_5%/3%_gel	Ibuprofen+menthol 5%/3% gel	27
MED	MED1140911750	0	deep_relief_ibuprofen_gel	Deep relief ibuprofen gel	25
MED	MED1140911754	0	anadin_tablet	Anadin tablet	13
MED	MED1140911756	0	askit_powder	Askit powder	12
MED	MED1140911758	0	hedex_tablet	Hedex tablet	12
MED	MED1140911760	0	beechams_powder	Beechams powder	15
MED	MED1140911762	0	lemsip_sachet	Lemsip sachet	13
MED	MED1140911816	0	strepsils_lozenge	Strepsils lozenge	17
MED	MED1140911830	0	durogesic_25micrograms/hour_patch	Durogesic 25micrograms/hour patch	33
MED	MED1140911832	0	durogesic_50micrograms/hour_patch	Durogesic 50micrograms/hour patch	33
MED	MED1140911834	0	durogesic_75micrograms/hour_patch	Durogesic 75micrograms/hour patch	33
MED	MED1140911836	0	durogesic_100micrograms/hour_patch	Durogesic 100micrograms/hour patch	34
MED	MED1140911838	0	minogal_50_tablet	Minogal 50 tablet	17
MED	MED1140911840	0	minogal_100_tablet	Minogal 100 tablet	18
MED	MED1140911850	0	medised_plain_120mg/5ml_suspension	Medised plain 120mg/5ml suspension	34
MED	MED1140912210	0	polyfax_ointment	Polyfax ointment	16
MED	MED1140912212	0	menophase_tablet	Menophase tablet	16
MED	MED1140912228	0	b12_-_cyanocobalamin_prep	B12 - cyanocobalamin prep	25
MED	MED1140912242	0	nivaquine_200mg/5ml_injection	Nivaquine 200mg/5ml injection	29
MED	MED1140912244	0	chloroquine_200mg_tablet	Chloroquine 200mg tablet	24
MED	MED1140912246	0	chloroquine_68mg/5ml_syrup	Chloroquine 68mg/5ml syrup	26
MED	MED1140912250	0	sytron_27.5mg/5ml_elixir	Sytron 27.5mg/5ml elixir	24
MED	MED1140912778	0	polymyxin_b_sulphate+trimethoprim_eye_drops	Polymyxin b sulphate+trimethoprim eye drops	43
MED	MED1140912910	0	chloromycetin_1%_eye_ointment_4g	Chloromycetin 1% eye ointment 4g	32
MED	MED1140912912	0	minims_chloramphenicol_0.5%_single-use_eye_drops_0.5ml	Minims chloramphenicol 0.5% single-use eye drops 0.5ml	54
MED	MED1140912914	0	sno_phenicol_0.5%_eye_drops_10ml	Sno phenicol 0.5% eye drops 10ml	32
MED	MED1140912994	0	polymyxin_b_+_bacitracin_10,000/500units/g_eye_ointment_4g	Polymyxin b + bacitracin 10,000/500units/g eye ointment 4g	58
MED	MED1140912998	0	polymyxin_+_trimethoprim_10ku/0.5%/g_eye_ointment_4g	Polymyxin + trimethoprim 10ku/0.5%/g eye ointment 4g	52
MED	MED1140913038	0	colomycin_topical_powder_1g	Colomycin topical powder 1g	27
MED	MED1140913292	0	synalar_1:10_cream	Synalar 1:10 cream	18
MED	MED1140913318	0	rhdnase	Rhdnase	7
MED	MED1140913322	0	etidronate_disodium	Etidronate disodium	19
MED	MED1140916262	0	atovaquone	Atovaquone	10
MED	MED1140916268	0	wellvone_250mg_tablet	Wellvone 250mg tablet	21
MED	MED1140916270	0	liquid_paraffin+white_soft_paraffin_50%/50%_ointment	Liquid paraffin+white soft paraffin 50%/50% ointment	52
MED	MED1140916272	0	dithranol+salicylic_acid+coal_tar_0.11%/1.6%/1%_ointment	Dithranol+salicylic acid+coal tar 0.11%/1.6%/1% ointment	56
MED	MED1140916274	0	dithranol+salicylic_acid_0.25%/1.6%_scalp_gel	Dithranol+salicylic acid 0.25%/1.6% scalp gel	45
MED	MED1140916276	0	psorin_scalp_gel	Psorin scalp gel	16
MED	MED1140916282	0	venlafaxine	Venlafaxine	11
MED	MED1140916288	0	efexor_37.5mg_tablet	Efexor 37.5mg tablet	20
MED	MED1140916292	0	almodan_125mg/5ml_sugar_free_syrup	Almodan 125mg/5ml sugar free syrup	34
MED	MED1140916294	0	almodan_250mg/5ml_sugar_free_syrup	Almodan 250mg/5ml sugar free syrup	34
MED	MED1140916342	0	beta-blocker	Beta-blocker	12
MED	MED1140916352	0	pixol_bath_and_shower_gel	Pixol bath and shower gel	25
MED	MED1140916354	0	ailax_suspension	Ailax suspension	16
MED	MED1140916356	0	losartan	Losartan	8
MED	MED1140916362	0	cozaar_half_strength_25mg_tablet	Cozaar half strength 25mg tablet	32
MED	MED1140916426	0	dumicoat_50mg/g_dental_lacquer	Dumicoat 50mg/g dental lacquer	30
MED	MED1140916502	0	zinga_150mg_capsule	Zinga 150mg capsule	19
MED	MED1140916608	0	rozex_0.75%_gel	Rozex 0.75% gel	15
MED	MED1140916628	0	totaretic_50mg/12.5mg_tablet	Totaretic 50mg/12.5mg tablet	28
MED	MED1140916654	0	neo-cortef_ear_drops_10ml	Neo-cortef ear drops 10ml	25
MED	MED1140916656	0	neo-cortef_eye_ointment	Neo-cortef eye ointment	23
MED	MED1140916682	0	evening_primrose_oil	Evening primrose oil	20
MED	MED1140916684	0	pripsen_100mg_chewable_tablet	Pripsen 100mg chewable tablet	29
MED	MED1140916730	0	sloprolol_80mg_m/r_capsule	Sloprolol 80mg m/r capsule	26
MED	MED1140916748	0	q-mazine_5mg/5ml_syrup	Q-mazine 5mg/5ml syrup	22
MED	MED1140916790	0	evorel_25_patch	Evorel 25 patch	15
MED	MED1140916796	0	pripsen_worm_elixir	Pripsen worm elixir	19
MED	MED1140916806	0	meflam_250_capsule	Meflam 250 capsule	18
MED	MED1140916824	0	suprecur_150micrograms_nasal_spray	Suprecur 150micrograms nasal spray	34
MED	MED1140916830	0	normasol_undine_0.9%_eye_irrigation_solution	Normasol undine 0.9% eye irrigation solution	44
MED	MED1140916832	0	timoped_cream	Timoped cream	13
MED	MED1140916846	0	bactroban_2%_nasal_ointment	Bactroban 2% nasal ointment	27
MED	MED1140916866	0	ketocid_200_m/r_capsule	Ketocid 200 m/r capsule	23
MED	MED1140916868	0	probeta_la_160mg_m/r_capsule	Probeta la 160mg m/r capsule	28
MED	MED1140916870	0	natramid_2.5mg_tablet	Natramid 2.5mg tablet	21
MED	MED1140916886	0	viraferon_10million_iu/2ml_injection_solution	Viraferon 10million iu/2ml injection solution	45
MED	MED1140916888	0	viraferon_25million_iu/5ml_injection_solution	Viraferon 25million iu/5ml injection solution	45
MED	MED1140916890	0	valaciclovir	Valaciclovir	12
MED	MED1140916894	0	valtrex_500mg_tablet	Valtrex 500mg tablet	20
MED	MED1140916930	0	calanif_5mg_capsule	Calanif 5mg capsule	19
MED	MED1140916948	0	e45_lotion	E45 lotion	10
MED	MED1140916950	0	nizoral_20mg/ml_shampoo	Nizoral 20mg/ml shampoo	23
MED	MED1140916964	0	lioresal_intrathecal_50micrograms/1ml_injection	Lioresal intrathecal 50micrograms/1ml injection	47
MED	MED1140916966	0	lioresal_intrathecal_10mg/5ml_injection	Lioresal intrathecal 10mg/5ml injection	39
MED	MED1140916968	0	lioresal_intrathecal_10mg/20ml_injection	Lioresal intrathecal 10mg/20ml injection	40
MED	MED1140916980	0	zantac_75_tablet	Zantac 75 tablet	16
MED	MED1140916984	0	emulsifying_soap	Emulsifying soap	16
MED	MED1140917020	0	ung_merck	Ung merck	9
MED	MED1140917034	0	airomir_100micrograms_cfc-free_inhaler	Airomir 100micrograms cfc-free inhaler	38
MED	MED1140917056	0	kliofem_tablet	Kliofem tablet	14
MED	MED1140917062	0	natrasleep_tablet	Natrasleep tablet	17
MED	MED1140917068	0	opumide_2.5mg_tablet	Opumide 2.5mg tablet	20
MED	MED1140917072	0	maximet_sr_75mg_m/r_capsule	Maximet sr 75mg m/r capsule	27
MED	MED1140917074	0	fenoket_200mg_m/r_capsule	Fenoket 200mg m/r capsule	25
MED	MED1140917076	0	lopranol_la_160mg_m/r_capsule	Lopranol la 160mg m/r capsule	29
MED	MED1140917078	0	angeze_10mg_tablet	Angeze 10mg tablet	18
MED	MED1140917096	0	andrews_liver_salts_powder	Andrews liver salts powder	26
MED	MED1140917106	0	hypostop_dextrose_gel	Hypostop dextrose gel	21
MED	MED1140917114	0	alka-seltzer_tablet	Alka-seltzer tablet	19
MED	MED1140917128	0	imedeen_tablet	Imedeen tablet	14
MED	MED1140917132	0	methylphenidate	Methylphenidate	15
MED	MED1140917138	0	ritalin_10mg_tablet	Ritalin 10mg tablet	19
MED	MED1140917204	0	cusilyn_2%_eye_drops	Cusilyn 2% eye drops	20
MED	MED1140917210	0	primaxin_iv_500mg_monovial	Primaxin iv 500mg monovial	26
MED	MED1140917212	0	tenkorex_250mg_capsule	Tenkorex 250mg capsule	22
MED	MED1140917214	0	tenkorex_500mg_capsule	Tenkorex 500mg capsule	22
MED	MED1140917216	0	tenkorex_125mg/5ml_suspension	Tenkorex 125mg/5ml suspension	29
MED	MED1140917218	0	tenkorex_250mg/5ml_suspension	Tenkorex 250mg/5ml suspension	29
MED	MED1140917220	0	tenkorex_500mg_tablet	Tenkorex 500mg tablet	21
MED	MED1140917222	0	clophene_50mg_tablet	Clophene 50mg tablet	20
MED	MED1140917228	0	meropenem	Meropenem	9
MED	MED1140917236	0	meronem_250mg_injection_(pdr_for_recon)	Meronem 250mg injection (pdr for recon)	39
MED	MED1140917238	0	meronem_500mg_injection_(pdr_for_recon)	Meronem 500mg injection (pdr for recon)	39
MED	MED1140917240	0	meronem_1g_injection_(pdr_for_recon)	Meronem 1g injection (pdr for recon)	36
MED	MED1140917270	0	li-liquid_509mg/5ml_oral_solution	Li-liquid 509mg/5ml oral solution	33
MED	MED1140917306	0	bicalutamide	Bicalutamide	12
MED	MED1140917310	0	casodex_50mg_tablet	Casodex 50mg tablet	19
MED	MED1140917312	0	fenticonazole	Fenticonazole	13
MED	MED1140917318	0	lomexin_200mg_pessary	Lomexin 200mg pessary	21
MED	MED1140917366	0	sulparex_200mg_tablet	Sulparex 200mg tablet	21
MED	MED1140917376	0	lomexin_600mg_pessary	Lomexin 600mg pessary	21
MED	MED1140917386	0	relaxyl_60mg_capsule	Relaxyl 60mg capsule	20
MED	MED1140917388	0	tranquax_10mg_capsule	Tranquax 10mg capsule	21
MED	MED1140917394	0	diclomax_sr_75mg_m/r_capsule	Diclomax sr 75mg m/r capsule	28
MED	MED1140917406	0	ketozip_cr_200mg_m/r_capsule	Ketozip cr 200mg m/r capsule	28
MED	MED1140917408	0	postmi_75mg_dispersible_tablet	Postmi 75mg dispersible tablet	30
MED	MED1140917418	0	cymevene_250mg_capsule	Cymevene 250mg capsule	22
MED	MED1140917424	0	norphyllin_100mg_tablet	Norphyllin 100mg tablet	23
MED	MED1140917428	0	angitil_sr_90_m/r_capsule	Angitil sr 90 m/r capsule	25
MED	MED1140917432	0	rapitil_2%_eye_drops	Rapitil 2% eye drops	20
MED	MED1140917448	0	oestradiol_1.25g/dose_gel	Oestradiol 1.25g/dose gel	25
MED	MED1140917450	0	oestrogel_1.25g_gel	Oestrogel 1.25g gel	19
MED	MED1140917452	0	metazem_60mg_m/r_tablet	Metazem 60mg m/r tablet	23
MED	MED1140917456	0	isotrate_10mg_tablet	Isotrate 10mg tablet	20
MED	MED1140917458	0	metrovex_500mg/100ml_infusion_bag	Metrovex 500mg/100ml infusion bag	33
MED	MED1140917460	0	nefazodone	Nefazodone	10
MED	MED1140917466	0	dutonin_100mg_tablet	Dutonin 100mg tablet	20
MED	MED1140917474	0	orelox_40mg/5ml_paediatric_suspension	Orelox 40mg/5ml paediatric suspension	37
MED	MED1140917478	0	salagen_5mg_tablet	Salagen 5mg tablet	18
MED	MED1140921004	0	cholemin_4g/sachet_powder	Cholemin 4g/sachet powder	25
MED	MED1140921010	0	famvir_125mg_tablet	Famvir 125mg tablet	19
MED	MED1140921024	0	betacap_scalp_application	Betacap scalp application	25
MED	MED1140921088	0	tridestra_tablet	Tridestra tablet	16
MED	MED1140921100	0	triptorelin	Triptorelin	11
MED	MED1140921104	0	de-capeptyl_sr_4.2mg_injection_(pdr_for_recon)+diluent	De-capeptyl sr 4.2mg injection (pdr for recon)+diluent	54
MED	MED1140921160	0	fersaday_304mg_tablet	Fersaday 304mg tablet	21
MED	MED1140921600	0	citalopram	Citalopram	10
MED	MED1140921652	0	levorphanol	Levorphanol	11
MED	MED1140921690	0	dynamin_10mg_tablet	Dynamin 10mg tablet	19
MED	MED1140921728	0	cupanol_under_six_120mg/5ml_s/f_suspension	Cupanol under six 120mg/5ml s/f suspension	42
MED	MED1140921730	0	cupanol_paediatric_120mg/5ml_s/f_suspension	Cupanol paediatric 120mg/5ml s/f suspension	43
MED	MED1140921750	0	abelcet_100mg/20ml_intravenous_infusion_concentrate	Abelcet 100mg/20ml intravenous infusion concentrate	51
MED	MED1140921786	0	cefpirome	Cefpirome	9
MED	MED1140921790	0	cefrom_1g_injection_(pdr_for_recon)	Cefrom 1g injection (pdr for recon)	35
MED	MED1140921792	0	cefrom_2g_injection_(pdr_for_recon)	Cefrom 2g injection (pdr for recon)	35
MED	MED1140921804	0	retinova_0.05%_cream	Retinova 0.05% cream	20
MED	MED1140921814	0	mirena_52mg_intrauterine_system	Mirena 52mg intrauterine system	31
MED	MED1140921818	0	iopidine_ophthalmic_0.5%_intra-ocular_solution	Iopidine ophthalmic 0.5% intra-ocular solution	46
MED	MED1140921822	0	mirena_20mcg/24hrs_intrauterine_system	Mirena 20mcg/24hrs intrauterine system	38
MED	MED1140921828	0	dicloflex_25mg_e/c_tablet	Dicloflex 25mg e/c tablet	25
MED	MED1140921832	0	medinex_10mg/5ml_syrup	Medinex 10mg/5ml syrup	22
MED	MED1140921842	0	blemix_100_tablet	Blemix 100 tablet	17
MED	MED1140921844	0	powergel_2.5%_gel	Powergel 2.5% gel	17
MED	MED1140921880	0	salicylic_acid+lactic_acid_25%/25%_ointment	Salicylic acid+lactic acid 25%/25% ointment	43
MED	MED1140921882	0	salicylic_acid+boric_acid_in_purified_talc_3%/5%_powder	Salicylic acid+boric acid in purified talc 3%/5% powder	55
MED	MED1140921884	0	compound_salicylic_acid_powder	Compound salicylic acid powder	30
MED	MED1140921888	0	salicylic_acid+zinc_oxide_5%/20%_dusting_powder	Salicylic acid+zinc oxide 5%/20% dusting powder	47
MED	MED1140921890	0	zinc+salicylic_acid_dusting_powder	Zinc+salicylic acid dusting powder	34
MED	MED1140921914	0	lactic_sal	Lactic sal	10
MED	MED1140921938	0	diethylamine_salicylate_10%_cream_bp	Diethylamine salicylate 10% cream bp	36
MED	MED1140921954	0	acitak_200_tablet	Acitak 200 tablet	17
MED	MED1140921960	0	fentamox_10_tablet	Fentamox 10 tablet	18
MED	MED1140921964	0	glucamet_500_tablet	Glucamet 500 tablet	19
MED	MED1140921968	0	lofensaid_25_tablet	Lofensaid 25 tablet	19
MED	MED1140921972	0	oprisine_50mg_tablet	Oprisine 50mg tablet	20
MED	MED1140921974	0	piroflam_10_capsule	Piroflam 10 capsule	19
MED	MED1140921978	0	viz-on_2%_eye_drops	Viz-on 2% eye drops	19
MED	MED1140921986	0	warticon_cream	Warticon cream	14
MED	MED1140921988	0	tylex_effervescent_soluble_tablet	Tylex effervescent soluble tablet	33
MED	MED1140921992	0	nicotinamide_4%_topical_gel	Nicotinamide 4% topical gel	27
MED	MED1140921994	0	papulex_4%_topical_gel	Papulex 4% topical gel	22
MED	MED1140922018	0	jeridin_10mg_tablet	Jeridin 10mg tablet	19
MED	MED1140922020	0	balgifen_10mg_tablet	Balgifen 10mg tablet	20
MED	MED1140922024	0	capsuvac_capsule	Capsuvac capsule	16
MED	MED1140922030	0	spiramycin	Spiramycin	10
MED	MED1140922048	0	rovamycine_250mg_tablet	Rovamycine 250mg tablet	23
MED	MED1140922052	0	rovamycine_125mg/5ml_syrup	Rovamycine 125mg/5ml syrup	26
MED	MED1140922084	0	ancotil_500mg_tablet	Ancotil 500mg tablet	20
MED	MED1140922134	0	zovirax_400mg_dispersible_tablet	Zovirax 400mg dispersible tablet	32
MED	MED1140922174	0	alendronate_sodium	Alendronate sodium	18
MED	MED1140922234	0	zovirax_200mg_dispersible_tablet	Zovirax 200mg dispersible tablet	32
MED	MED1140922318	0	opustan_250mg_capsule	Opustan 250mg capsule	21
MED	MED1140922324	0	zida-co_5mg/50mg_tablet	Zida-co 5mg/50mg tablet	23
MED	MED1140922344	0	dermamist_spray	Dermamist spray	15
MED	MED1140922554	0	diocaps_2mg_capsule	Diocaps 2mg capsule	19
MED	MED1140922556	0	cyclodox_100mg_capsule	Cyclodox 100mg capsule	22
MED	MED1140922562	0	femoston_1/10_tablet	Femoston 1/10 tablet	20
MED	MED1140922628	0	martindale_methadone_dtf_1mg/ml_mixture	Martindale methadone dtf 1mg/ml mixture	39
MED	MED1140922636	0	zydol_sr_100mg_m/r_tablet	Zydol sr 100mg m/r tablet	25
MED	MED1140922638	0	zydol_sr_150mg_m/r_tablet	Zydol sr 150mg m/r tablet	25
MED	MED1140922640	0	zydol_sr_200mg_m/r_tablet	Zydol sr 200mg m/r tablet	25
MED	MED1140922658	0	ranitidine_bismuth_citrate	Ranitidine bismuth citrate	26
MED	MED1140922662	0	pylorid_400mg_tablet	Pylorid 400mg tablet	20
MED	MED1140922698	0	canesten_combi_pessary+cream	Canesten combi pessary+cream	28
MED	MED1140922714	0	dorzolamide	Dorzolamide	11
MED	MED1140922718	0	trusopt_2%_ophthalmic_solution	Trusopt 2% ophthalmic solution	30
MED	MED1140922796	0	m-eslon_10mg_m/r_capsule	M-eslon 10mg m/r capsule	24
MED	MED1140922798	0	m-eslon_30mg_m/r_capsule	M-eslon 30mg m/r capsule	24
MED	MED1140922800	0	m-eslon_60mg_m/r_capsule	M-eslon 60mg m/r capsule	24
MED	MED1140922802	0	m-eslon_100mg_m/r_capsule	M-eslon 100mg m/r capsule	25
MED	MED1140922804	0	premique_0.625mg/5mg_tablet	Premique 0.625mg/5mg tablet	27
MED	MED1140922806	0	premique_cycle_10mg_tablet	Premique cycle 10mg tablet	26
MED	MED1140922902	0	roferon-a-2a_3million_iu/1ml_injection_solution	Roferon-a-2a 3million iu/1ml injection solution	47
MED	MED1140922906	0	roferon-a-2a_4.5million_iu/1ml_injection_solution	Roferon-a-2a 4.5million iu/1ml injection solution	49
MED	MED1140922910	0	roferon-a-2a_6million_iu/1ml_injection_solution	Roferon-a-2a 6million iu/1ml injection solution	47
MED	MED1140922914	0	roferon-a-2a_9million_iu/1ml_injection_solution	Roferon-a-2a 9million iu/1ml injection solution	47
MED	MED1140922930	0	atenix_25mg_tablet	Atenix 25mg tablet	18
MED	MED1140922936	0	enlive	Enlive	6
MED	MED1140923016	0	tilarin_1%_nasal_spray	Tilarin 1% nasal spray	22
MED	MED1140923018	0	anastrozole	Anastrozole	11
MED	MED1140923022	0	arimidex_1mg_tablet	Arimidex 1mg tablet	19
MED	MED1140923026	0	glucagen_kit_1mg(1iu)_injection	Glucagen kit 1mg(1iu) injection	31
MED	MED1140923088	0	menorest_37.5micrograms_patch	Menorest 37.5micrograms patch	29
MED	MED1140923272	0	co-triamterzide	Co-triamterzide	15
MED	MED1140923276	0	co-amilozide	Co-amilozide	12
MED	MED1140923282	0	co-flumactone	Co-flumactone	13
MED	MED1140923336	0	co-tenidone	Co-tenidone	11
MED	MED1140923344	0	co-codaprin	Co-codaprin	11
MED	MED1140923346	0	co-codamol	Co-codamol	10
MED	MED1140923348	0	co-proxamol	Co-proxamol	11
MED	MED1140923350	0	co-dydramol	Co-dydramol	11
MED	MED1140923402	0	co-amilofruse	Co-amilofruse	13
MED	MED1140923404	0	co-prenozide	Co-prenozide	12
MED	MED1140923472	0	anabact_0.75%_gel	Anabact 0.75% gel	17
MED	MED1140923484	0	topiramate	Topiramate	10
MED	MED1140923520	0	stimlor_100mg_capsule	Stimlor 100mg capsule	21
MED	MED1140923568	0	norimode_2mg_tablet	Norimode 2mg tablet	19
MED	MED1140923572	0	adipine_mr_10_m/r_tablet	Adipine mr 10 m/r tablet	24
MED	MED1140923598	0	fematrix_40_patch	Fematrix 40 patch	17
MED	MED1140923614	0	augmentin_duo_400mg/57mg/5ml_s/f_suspension	Augmentin duo 400mg/57mg/5ml s/f suspension	43
MED	MED1140923616	0	tiloryth_250mg_e/c_granules_in_capsule	Tiloryth 250mg e/c granules in capsule	38
MED	MED1140923618	0	kentiazem_60mg_m/r_capsule	Kentiazem 60mg m/r capsule	26
MED	MED1140923632	0	roferon-a-2a_18million_iu/3ml_injection_solution	Roferon-a-2a 18million iu/3ml injection solution	48
MED	MED1140923648	0	methodex_1mg/1ml_mixture	Methodex 1mg/1ml mixture	24
MED	MED1140923670	0	gtn_-_glyceryl_trinitrate	Gtn - glyceryl trinitrate	25
MED	MED1140923682	0	tricalcium_phosphate_3.3g/sachet_powder	Tricalcium phosphate 3.3g/sachet powder	39
MED	MED1140923684	0	ostram_1.2g/sachet_powder	Ostram 1.2g/sachet powder	25
MED	MED1140923688	0	zoton_15mg_capsule	Zoton 15mg capsule	18
MED	MED1140923696	0	eformoterol	Eformoterol	11
MED	MED1140923708	0	foradil_12micrograms_inhalation_capsules+inhaler	Foradil 12micrograms inhalation capsules+inhaler	48
MED	MED1140923712	0	moexipril	Moexipril	9
MED	MED1140923718	0	perdix_7.5mg_tablet	Perdix 7.5mg tablet	19
MED	MED1140923728	0	tacalcitol	Tacalcitol	10
MED	MED1140923732	0	curatoderm_4micrograms/g_ointment	Curatoderm 4micrograms/g ointment	33
MED	MED1140923738	0	femseven_50_patch	Femseven 50 patch	17
MED	MED1140923750	0	meronem_500mg_infusion_kit	Meronem 500mg infusion kit	26
MED	MED1140923752	0	meronem_1g_infusion_kit	Meronem 1g infusion kit	23
MED	MED1140923754	0	vivapryl_5mg_tablet	Vivapryl 5mg tablet	19
MED	MED1140923788	0	monomax_sr_40_m/r_capsule	Monomax sr 40 m/r capsule	25
MED	MED1140923792	0	interferon_beta-1b	Interferon beta-1b	18
MED	MED1140923816	0	stilline_5mg_tablet	Stilline 5mg tablet	19
MED	MED1140923832	0	nystamont_100,000units/ml_s/f_suspension	Nystamont 100,000units/ml s/f suspension	40
MED	MED1140923850	0	betaferon_9.6_million_iu_injection_(pdr_for_recon)+diluent	Betaferon 9.6 million iu injection (pdr for recon)+diluent	58
MED	MED1140923852	0	elleste-solo_1mg_tablet	Elleste-solo 1mg tablet	23
MED	MED1140923890	0	zomacton(rbe)_12iu(4mg)_injection_(pdr_for_recon)+diluent	Zomacton(rbe) 12iu(4mg) injection (pdr for recon)+diluent	57
MED	MED1140923894	0	co-methiamol_250mg/500mg_tablet	Co-methiamol 250mg/500mg tablet	31
MED	MED1140923908	0	improvera_tablet	Improvera tablet	16
MED	MED1140923914	0	progynova_ts_50micrograms_patch	Progynova ts 50micrograms patch	31
MED	MED1140923920	0	volsaid_retard_75mg_m/r_tablet	Volsaid retard 75mg m/r tablet	30
MED	MED1140925778	0	paracodol_capsule	Paracodol capsule	17
MED	MED1140925794	0	polyethylene_glycol_product	Polyethylene glycol product	27
MED	MED1140925800	0	movicol_oral_powder	Movicol oral powder	19
MED	MED1140925806	0	aceclofenac	Aceclofenac	11
MED	MED1140925808	0	preservex_100mg_tablet	Preservex 100mg tablet	22
MED	MED1140925844	0	imuderm_therapeutic_oil	Imuderm therapeutic oil	23
MED	MED1140925846	0	imuderm_therapeutic_oil_250ml	Imuderm therapeutic oil 250ml	29
MED	MED1140925850	0	fleet_phospho-soda_solution	Fleet phospho-soda solution	27
MED	MED1140925852	0	sodium_phosphate	Sodium phosphate	16
MED	MED1140925868	0	inoven_200mg_caplet	Inoven 200mg caplet	19
MED	MED1140925880	0	sevredol_50mg_tablet	Sevredol 50mg tablet	20
MED	MED1140925930	0	movelat_relief_gel	Movelat relief gel	18
MED	MED1140925936	0	movelat_relief_cream	Movelat relief cream	20
MED	MED1140925942	0	caprin_75mg_e/c_tablet	Caprin 75mg e/c tablet	22
MED	MED1140925944	0	infaderm_therapeutic_oil	Infaderm therapeutic oil	24
MED	MED1140925978	0	mycophenolate	Mycophenolate	13
MED	MED1140925986	0	cellcept_250mg_capsule	Cellcept 250mg capsule	22
MED	MED1140926004	0	entocort_cr_3mg_m/r_capsule	Entocort cr 3mg m/r capsule	27
MED	MED1140926016	0	paracetamol+methionine_500mg/100mg_tablet	Paracetamol+methionine 500mg/100mg tablet	41
MED	MED1140926018	0	co-methiamol_100mg/500mg_tablet	Co-methiamol 100mg/500mg tablet	31
MED	MED1140926020	0	paradote_tablet	Paradote tablet	15
MED	MED1140926170	0	levocabastine	Levocabastine	13
MED	MED1140926178	0	livostin_0.5mg/ml_eye_drops	Livostin 0.5mg/ml eye drops	27
MED	MED1140926184	0	livostin_0.5mg/ml_nasal_spray	Livostin 0.5mg/ml nasal spray	29
MED	MED1140926188	0	unipine_xl_30mg_m/r_tablet	Unipine xl 30mg m/r tablet	26
MED	MED1140926360	0	alphaparin_3000iu/0.3ml_prefilled_syringe	Alphaparin 3000iu/0.3ml prefilled syringe	41
MED	MED1140926430	0	climesse_tablet	Climesse tablet	15
MED	MED1140926444	0	certoparin	Certoparin	10
MED	MED1140926498	0	kentace_1.5mg_tablet	Kentace 1.5mg tablet	20
MED	MED1140926516	0	optrex_dry_eye_therapy_eye_drops	Optrex dry eye therapy eye drops	32
MED	MED1140926522	0	penciclovir	Penciclovir	11
MED	MED1140926530	0	vectavir_cold_sore_cream	Vectavir cold sore cream	24
MED	MED1140926570	0	kiflone_500mg_tablet	Kiflone 500mg tablet	20
MED	MED1140926572	0	kiflone_250mg_capsule	Kiflone 250mg capsule	21
MED	MED1140926574	0	kiflone_500mg_capsule	Kiflone 500mg capsule	21
MED	MED1140926576	0	kiflone_250mg/5ml_syrup	Kiflone 250mg/5ml syrup	23
MED	MED1140926578	0	kiflone_125mg/5ml_syrup	Kiflone 125mg/5ml syrup	23
MED	MED1140926582	0	emfib_300mg_capsule	Emfib 300mg capsule	19
MED	MED1140926584	0	kentovace_500micrograms_tablet	Kentovace 500micrograms tablet	30
MED	MED1140926592	0	estraderm_mx_25_patch	Estraderm mx 25 patch	21
