Annotator	Annotation date	Name	GBE ID	TableID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
					Weighted-mean MO in tract forceps major	25552									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25552
					Weighted-mean MO in tract forceps minor	25553									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25553
					Weighted-mean MO in tract inferior fronto-occipital fasciculus (left)	25554									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25554
					Weighted-mean MO in tract inferior fronto-occipital fasciculus (right)	25555									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25555
					Weighted-mean MO in tract inferior longitudinal fasciculus (left)	25556									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25556
					Weighted-mean MO in tract inferior longitudinal fasciculus (right)	25557									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25557
					Weighted-mean MO in tract middle cerebellar peduncle	25558									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25558
					Weighted-mean MO in tract medial lemniscus (left)	25559									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25559
					Weighted-mean MO in tract medial lemniscus (right)	25560									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25560
					Weighted-mean MO in tract posterior thalamic radiation (left)	25561									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25561
					Weighted-mean MO in tract posterior thalamic radiation (right)	25562									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25562
					Weighted-mean MO in tract superior longitudinal fasciculus (left)	25563									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25563
					Weighted-mean MO in tract superior longitudinal fasciculus (right)	25564									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25564
					Weighted-mean MO in tract superior thalamic radiation (left)	25565									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25565
					Weighted-mean MO in tract superior thalamic radiation (right)	25566									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25566
					Weighted-mean MO in tract uncinate fasciculus (left)	25567									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25567
					Weighted-mean MO in tract uncinate fasciculus (right)	25568									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25568
					Weighted-mean L1 in tract acoustic radiation (left)	25569									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25569
					Weighted-mean L1 in tract acoustic radiation (right)	25570									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25570
					Weighted-mean L1 in tract anterior thalamic radiation (left)	25571									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25571
					Weighted-mean L1 in tract anterior thalamic radiation (right)	25572									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25572
					Weighted-mean L1 in tract cingulate gyrus part of cingulum (left)	25573									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25573
					Weighted-mean L1 in tract cingulate gyrus part of cingulum (right)	25574									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25574
					Weighted-mean L1 in tract parahippocampal part of cingulum (left)	25575									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25575
					Weighted-mean L1 in tract parahippocampal part of cingulum (right)	25576									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25576
					Weighted-mean L1 in tract corticospinal tract (left)	25577									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25577
					Weighted-mean L1 in tract corticospinal tract (right)	25578									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25578
					Weighted-mean L1 in tract forceps major	25579									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25579
					Weighted-mean L1 in tract forceps minor	25580									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25580
					Weighted-mean L1 in tract inferior fronto-occipital fasciculus (left)	25581									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25581
					Weighted-mean L1 in tract inferior fronto-occipital fasciculus (right)	25582									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25582
					Weighted-mean L1 in tract inferior longitudinal fasciculus (left)	25583									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25583
					Weighted-mean L1 in tract inferior longitudinal fasciculus (right)	25584									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25584
					Weighted-mean L1 in tract middle cerebellar peduncle	25585									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25585
					Weighted-mean L1 in tract medial lemniscus (left)	25586									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25586
					Weighted-mean L1 in tract medial lemniscus (right)	25587									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25587
					Weighted-mean L1 in tract posterior thalamic radiation (left)	25588									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25588
					Weighted-mean L1 in tract posterior thalamic radiation (right)	25589									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25589
					Weighted-mean L1 in tract superior longitudinal fasciculus (left)	25590									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25590
					Weighted-mean L1 in tract superior longitudinal fasciculus (right)	25591									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25591
					Weighted-mean L1 in tract superior thalamic radiation (left)	25592									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25592
					Weighted-mean L1 in tract superior thalamic radiation (right)	25593									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25593
					Weighted-mean L1 in tract uncinate fasciculus (left)	25594									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25594
					Weighted-mean L1 in tract uncinate fasciculus (right)	25595									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25595
					Weighted-mean L2 in tract acoustic radiation (left)	25596									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25596
					Weighted-mean L2 in tract acoustic radiation (right)	25597									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25597
					Weighted-mean L2 in tract anterior thalamic radiation (left)	25598									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25598
					Weighted-mean L2 in tract anterior thalamic radiation (right)	25599									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25599
					Weighted-mean L2 in tract cingulate gyrus part of cingulum (left)	25600									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25600
					Weighted-mean L2 in tract cingulate gyrus part of cingulum (right)	25601									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25601
					Weighted-mean L2 in tract parahippocampal part of cingulum (left)	25602									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25602
					Weighted-mean L2 in tract parahippocampal part of cingulum (right)	25603									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25603
					Weighted-mean L2 in tract corticospinal tract (left)	25604									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25604
					Weighted-mean L2 in tract corticospinal tract (right)	25605									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25605
					Weighted-mean L2 in tract forceps major	25606									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25606
					Weighted-mean L2 in tract forceps minor	25607									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25607
					Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left)	25608									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25608
					Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right)	25609									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25609
					Weighted-mean L2 in tract inferior longitudinal fasciculus (left)	25610									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25610
					Weighted-mean L2 in tract inferior longitudinal fasciculus (right)	25611									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25611
					Weighted-mean L2 in tract middle cerebellar peduncle	25612									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25612
					Weighted-mean L2 in tract medial lemniscus (left)	25613									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25613
					Weighted-mean L2 in tract medial lemniscus (right)	25614									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25614
					Weighted-mean L2 in tract posterior thalamic radiation (left)	25615									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25615
					Weighted-mean L2 in tract posterior thalamic radiation (right)	25616									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25616
					Weighted-mean L2 in tract superior longitudinal fasciculus (left)	25617									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25617
					Weighted-mean L2 in tract superior longitudinal fasciculus (right)	25618									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25618
					Weighted-mean L2 in tract superior thalamic radiation (left)	25619									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25619
					Weighted-mean L2 in tract superior thalamic radiation (right)	25620									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25620
					Weighted-mean L2 in tract uncinate fasciculus (left)	25621									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25621
					Weighted-mean L2 in tract uncinate fasciculus (right)	25622									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25622
					Weighted-mean L3 in tract acoustic radiation (left)	25623									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25623
					Weighted-mean L3 in tract acoustic radiation (right)	25624									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25624
					Weighted-mean L3 in tract anterior thalamic radiation (left)	25625									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25625
					Weighted-mean L3 in tract anterior thalamic radiation (right)	25626									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25626
					Weighted-mean L3 in tract cingulate gyrus part of cingulum (left)	25627									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25627
					Weighted-mean L3 in tract cingulate gyrus part of cingulum (right)	25628									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25628
					Weighted-mean L3 in tract parahippocampal part of cingulum (left)	25629									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25629
					Weighted-mean L3 in tract parahippocampal part of cingulum (right)	25630									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25630
					Weighted-mean L3 in tract corticospinal tract (left)	25631									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25631
					Weighted-mean L3 in tract corticospinal tract (right)	25632									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25632
					Weighted-mean L3 in tract forceps major	25633									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25633
					Weighted-mean L3 in tract forceps minor	25634									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25634
					Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left)	25635									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25635
					Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right)	25636									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25636
					Weighted-mean L3 in tract inferior longitudinal fasciculus (left)	25637									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25637
					Weighted-mean L3 in tract inferior longitudinal fasciculus (right)	25638									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25638
					Weighted-mean L3 in tract middle cerebellar peduncle	25639									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25639
					Weighted-mean L3 in tract medial lemniscus (left)	25640									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25640
					Weighted-mean L3 in tract medial lemniscus (right)	25641									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25641
					Weighted-mean L3 in tract posterior thalamic radiation (left)	25642									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25642
					Weighted-mean L3 in tract posterior thalamic radiation (right)	25643									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25643
					Weighted-mean L3 in tract superior longitudinal fasciculus (left)	25644									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25644
					Weighted-mean L3 in tract superior longitudinal fasciculus (right)	25645									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25645
					Weighted-mean L3 in tract superior thalamic radiation (left)	25646									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25646
					Weighted-mean L3 in tract superior thalamic radiation (right)	25647									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25647
					Weighted-mean L3 in tract uncinate fasciculus (left)	25648									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25648
					Weighted-mean L3 in tract uncinate fasciculus (right)	25649									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25649
					Weighted-mean ICVF in tract acoustic radiation (left)	25650									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25650
					Weighted-mean ICVF in tract acoustic radiation (right)	25651									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25651
					Weighted-mean ICVF in tract anterior thalamic radiation (left)	25652									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25652
					Weighted-mean ICVF in tract anterior thalamic radiation (right)	25653									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25653
					Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left)	25654									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25654
					Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right)	25655									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25655
					Weighted-mean ICVF in tract parahippocampal part of cingulum (left)	25656									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25656
					Weighted-mean ICVF in tract parahippocampal part of cingulum (right)	25657									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25657
					Weighted-mean ICVF in tract corticospinal tract (left)	25658									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25658
					Weighted-mean ICVF in tract corticospinal tract (right)	25659									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25659
					Weighted-mean ICVF in tract forceps major	25660									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25660
					Weighted-mean ICVF in tract forceps minor	25661									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25661
					Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left)	25662									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25662
					Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right)	25663									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25663
					Weighted-mean ICVF in tract inferior longitudinal fasciculus (left)	25664									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25664
					Weighted-mean ICVF in tract inferior longitudinal fasciculus (right)	25665									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25665
					Weighted-mean ICVF in tract middle cerebellar peduncle	25666									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25666
					Weighted-mean ICVF in tract medial lemniscus (left)	25667									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25667
					Weighted-mean ICVF in tract medial lemniscus (right)	25668									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25668
					Weighted-mean ICVF in tract posterior thalamic radiation (left)	25669									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25669
					Weighted-mean ICVF in tract posterior thalamic radiation (right)	25670									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25670
					Weighted-mean ICVF in tract superior longitudinal fasciculus (left)	25671									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25671
					Weighted-mean ICVF in tract superior longitudinal fasciculus (right)	25672									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25672
					Weighted-mean ICVF in tract superior thalamic radiation (left)	25673									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25673
					Weighted-mean ICVF in tract superior thalamic radiation (right)	25674									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25674
					Weighted-mean ICVF in tract uncinate fasciculus (left)	25675									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25675
					Weighted-mean ICVF in tract uncinate fasciculus (right)	25676									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25676
					Weighted-mean OD in tract acoustic radiation (left)	25677									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25677
					Weighted-mean OD in tract acoustic radiation (right)	25678									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25678
					Weighted-mean OD in tract anterior thalamic radiation (left)	25679									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25679
					Weighted-mean OD in tract anterior thalamic radiation (right)	25680									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25680
					Weighted-mean OD in tract cingulate gyrus part of cingulum (left)	25681									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25681
					Weighted-mean OD in tract cingulate gyrus part of cingulum (right)	25682									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25682
					Weighted-mean OD in tract parahippocampal part of cingulum (left)	25683									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25683
					Weighted-mean OD in tract parahippocampal part of cingulum (right)	25684									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25684
					Weighted-mean OD in tract corticospinal tract (left)	25685									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25685
					Weighted-mean OD in tract corticospinal tract (right)	25686									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25686
					Weighted-mean OD in tract forceps major	25687									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25687
					Weighted-mean OD in tract forceps minor	25688									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25688
					Weighted-mean OD in tract inferior fronto-occipital fasciculus (left)	25689									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25689
					Weighted-mean OD in tract inferior fronto-occipital fasciculus (right)	25690									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25690
					Weighted-mean OD in tract inferior longitudinal fasciculus (left)	25691									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25691
					Weighted-mean OD in tract inferior longitudinal fasciculus (right)	25692									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25692
					Weighted-mean OD in tract middle cerebellar peduncle	25693									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25693
					Weighted-mean OD in tract medial lemniscus (left)	25694									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25694
					Weighted-mean OD in tract medial lemniscus (right)	25695									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25695
					Weighted-mean OD in tract posterior thalamic radiation (left)	25696									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25696
					Weighted-mean OD in tract posterior thalamic radiation (right)	25697									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25697
