Path,Category,FieldID,Field,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90015,"Data quality, good wear time",103695,103695,Accruing,Categorical single,"",Data,Derived,Unisex,1,1,7,At least three days (72 hours) of data and also having data in each one-hour period of the 24-hour cycle (scattered over multiple days),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90015
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90016,"Data quality, good calibration",103695,103695,Accruing,Categorical single,"",Data,Derived,Unisex,1,1,7,YES indicates that the raw accelerometer data has been well calibrated.   NO indicates that a participant should be excluded from further analysis because recalibration by the preceding or subsequent measurement was not possible due to insufficient data.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90016
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90017,"Data quality, calibrated on own data",103695,103695,Accruing,Categorical single,"",Data,Derived,Unisex,1,1,7,"YES indicates sufficient data were available to conduct calibration on the participant's own stationary data (where any of the three sensor axes did not have values outside a +/- 300 milli-gravity range).   NO indicates that the data was recalibrated using the previous (or if unavailable, the next) accelerometer record from the same device worn by a different participant.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90017
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90018,Daylight savings crossover,103695,103695,Accruing,Categorical single,"",Data,Derived,Unisex,1,1,7,Daylight savings crossover,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90018
Additional exposures > Physical activity measurement > Acceleration averages,1009,90019,Monday average acceleration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Monday acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90019
Additional exposures > Physical activity measurement > Acceleration averages,1009,90020,Tuesday average acceleration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Tuesday acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90020
Additional exposures > Physical activity measurement > Acceleration averages,1009,90021,Wednesday average acceleration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Wednesday acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90021
Additional exposures > Physical activity measurement > Acceleration averages,1009,90022,Thursday average acceleration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Thursday acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90022
Additional exposures > Physical activity measurement > Acceleration averages,1009,90023,Friday average acceleration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Friday acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90023
Additional exposures > Physical activity measurement > Acceleration averages,1009,90024,Saturday average acceleration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Saturday acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90024
Additional exposures > Physical activity measurement > Acceleration averages,1009,90025,Sunday average acceleration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Sunday acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90025
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90026,First weekday of wear,103695,103695,Accruing,Categorical single,"",Data,Derived,Unisex,1,1,777,First weekday of wearing device.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90026
Additional exposures > Physical activity measurement > Acceleration averages,1009,90027,Average acceleration 00:00 - 00:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,00:00 - 00:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90027
Additional exposures > Physical activity measurement > Acceleration averages,1009,90028,Average acceleration 01:00 - 01:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,01:00 - 01:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90028
Additional exposures > Physical activity measurement > Acceleration averages,1009,90029,Average acceleration 02:00 - 02:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,02:00 - 02:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90029
Additional exposures > Physical activity measurement > Acceleration averages,1009,90030,Average acceleration 03:00 - 03:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,03:00 - 03:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90030
Additional exposures > Physical activity measurement > Acceleration averages,1009,90031,Average acceleration 04:00 - 04:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,04:00 - 04:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90031
Additional exposures > Physical activity measurement > Acceleration averages,1009,90032,Average acceleration 05:00 - 05:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,05:00 - 05:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90032
Additional exposures > Physical activity measurement > Acceleration averages,1009,90033,Average acceleration 06:00 - 06:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,06:00 - 06:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90033
Additional exposures > Physical activity measurement > Acceleration averages,1009,90034,Average acceleration 07:00 - 07:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,07:00 - 07:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90034
Additional exposures > Physical activity measurement > Acceleration averages,1009,90035,Average acceleration 08:00 - 08:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,08:00 - 08:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90035
Additional exposures > Physical activity measurement > Acceleration averages,1009,90036,Average acceleration 09:00 - 09:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,09:00 - 09:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90036
Additional exposures > Physical activity measurement > Acceleration averages,1009,90037,Average acceleration 10:00 - 10:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,10:00 - 10:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90037
Additional exposures > Physical activity measurement > Acceleration averages,1009,90038,Average acceleration 11:00 - 11:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,11:00 - 11:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90038
Additional exposures > Physical activity measurement > Acceleration averages,1009,90039,Average acceleration 12:00 - 12:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,12:00 - 12:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90039
Additional exposures > Physical activity measurement > Acceleration averages,1009,90040,Average acceleration 13:00 - 13:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,13:00 - 13:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90040
Additional exposures > Physical activity measurement > Acceleration averages,1009,90041,Average acceleration 14:00 - 14:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,14:00 - 14:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90041
Additional exposures > Physical activity measurement > Acceleration averages,1009,90042,Average acceleration 15:00 - 15:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,15:00 - 15:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90042
Additional exposures > Physical activity measurement > Acceleration averages,1009,90043,Average acceleration 16:00 - 16:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,16:00 - 16:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90043
Additional exposures > Physical activity measurement > Acceleration averages,1009,90044,Average acceleration 17:00 - 17:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,17:00 - 17:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90044
Additional exposures > Physical activity measurement > Acceleration averages,1009,90045,Average acceleration 18:00 - 18:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,18:00 - 18:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90045
Additional exposures > Physical activity measurement > Acceleration averages,1009,90046,Average acceleration 19:00 - 19:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,19:00 - 19:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90046
Additional exposures > Physical activity measurement > Acceleration averages,1009,90047,Average acceleration 20:00 - 20:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,20:00 - 20:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90047
Additional exposures > Physical activity measurement > Acceleration averages,1009,90048,Average acceleration 21:00 - 21:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,21:00 - 21:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90048
Additional exposures > Physical activity measurement > Acceleration averages,1009,90049,Average acceleration 22:00 - 22:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,22:00 - 22:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90049
Additional exposures > Physical activity measurement > Acceleration averages,1009,90050,Average acceleration 23:00 - 23:59,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,23:00 - 23:59 acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90050
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90051,Wear duration overall,103695,103695,Accruing,Continuous,days,Data,Derived,Unisex,1,1,,Wear time overall,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90051
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90052,Non wear duration overall,103695,103695,Accruing,Continuous,days,Data,Derived,Unisex,1,1,,Non wear time overall,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90052
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90053,Wear duration during Monday,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,Monday wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90053
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90054,Wear duration during Tuesday,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,Tuesday wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90054
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90055,Wear duration during Wednesday,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,Wednesday wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90055
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90056,Wear duration during Thursday,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,Thursday wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90056
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90057,Wear duration during Friday,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,Friday wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90057
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90058,Wear duration during Saturday,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,Saturday wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90058
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90059,Wear duration during Sunday,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,Sunday wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90059
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90060,Wear duration during 00:00 - 00:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,00:00 - 00:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90060
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90061,Wear duration during 01:00 - 01:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,01:00 - 01:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90061
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90062,Wear duration during 02:00 - 02:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,02:00 - 02:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90062
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90063,Wear duration during 03:00 - 03:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,03:00 - 03:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90063
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90064,Wear duration during 04:00 - 04:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,04:00 - 04:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90064
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90065,Wear duration during 05:00 - 05:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,05:00 - 05:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90065
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90066,Wear duration during 06:00 - 06:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,06:00 - 06:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90066
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90067,Wear duration during 07:00 - 07:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,07:00 - 07:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90067
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90068,Wear duration during 08:00 - 08:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,08:00 - 08:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90068
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90069,Wear duration during 09:00 - 09:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,09:00 - 09:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90069
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90070,Wear duration during 10:00 - 10:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,10:00 - 10:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90070
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90071,Wear duration during 11:00 - 11:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,11:00 - 11:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90071
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90072,Wear duration during 12:00 - 12:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,12:00 - 12:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90072
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90073,Wear duration during 13:00 - 13:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,13:00 - 13:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90073
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90074,Wear duration during 14:00 - 14:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,14:00 - 14:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90074
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90075,Wear duration during 15:00 - 15:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,15:00 - 15:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90075
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90076,Wear duration during 16:00 - 16:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,16:00 - 16:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90076
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90077,Wear duration during 17:00 - 17:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,17:00 - 17:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90077
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90078,Wear duration during 18:00 - 18:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,18:00 - 18:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90078
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90079,Wear duration during 19:00 - 19:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,19:00 - 19:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90079
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90080,Wear duration during 20:00 - 20:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,20:00 - 20:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90080
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90081,Wear duration during 21:00 - 21:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,21:00 - 21:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90081
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90082,Wear duration during 22:00 - 22:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,22:00 - 22:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90082
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90083,Wear duration during 23:00 - 23:59,103695,103695,Accruing,Continuous,hours,Data,Derived,Unisex,1,1,,23:00 - 23:59 wear time,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90083
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90084,Unique hours of wear in a 24 hour cycle (scattered over multiple days),103695,103695,Accruing,Integer,hours,Data,Derived,Unisex,1,1,,Unique hours of wear in a 24hr cycle (scattered over multiple days),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90084
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90085,Unique minutes of wear in a 24 hour cycle (scattered over multiple days),103695,103695,Accruing,Integer,minutes,Data,Derived,Unisex,1,1,,Unique minutes of wear in a 24hr cycle (scattered over multiple days),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90085
Additional exposures > Physical activity measurement > Accelerometer wear time duration,1011,90086,Non wear episodes over 1 hour duration,103695,103695,Accruing,Integer,"",Data,Derived,Unisex,1,1,,Non wear episodes >1hr duration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90086
Additional exposures > Physical activity measurement > Acceleration averages,1009,90087,No-wear time bias adjusted average acceleration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,No wear time bias adjusted acceleration average,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90087
Additional exposures > Physical activity measurement > Acceleration averages,1009,90088,No-wear time bias adjusted acceleration standard deviation,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,No wear time bias adjusted acceleration standard deviation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90088
Additional exposures > Physical activity measurement > Acceleration averages,1009,90089,No-wear time bias adjusted acceleration median,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,No wear time bias adjusted acceleration median,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90089
Additional exposures > Physical activity measurement > Acceleration averages,1009,90090,No-wear time bias adjusted acceleration minimum,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,No wear time bias adjusted acceleration minimum,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90090
Additional exposures > Physical activity measurement > Acceleration averages,1009,90091,No-wear time bias adjusted acceleration maximum,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,No wear time bias adjusted acceleration maximum,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90091
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90092,Fraction acceleration <= 1 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90092
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90093,Fraction acceleration <= 2 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 2mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90093
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90094,Fraction acceleration <= 3 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 3mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90094
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90095,Fraction acceleration <= 4 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 4mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90095
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90096,Fraction acceleration <= 5 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 5mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90096
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90097,Fraction acceleration <= 6 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 6mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90097
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90098,Fraction acceleration <= 7 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 7mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90098
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90099,Fraction acceleration <= 8 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 8mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90099
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90100,Fraction acceleration <= 9 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 9mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90100
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90101,Fraction acceleration <= 10 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 10mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90101
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90102,Fraction acceleration <= 11 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 11mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90102
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90103,Fraction acceleration <= 12 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 12mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90103
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90104,Fraction acceleration <= 13 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 13mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90104
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90105,Fraction acceleration <= 14 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 14mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90105
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90106,Fraction acceleration <= 15 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 15mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90106
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90107,Fraction acceleration <= 16 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 16mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90107
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90108,Fraction acceleration <= 17 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 17mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90108
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90109,Fraction acceleration <= 18 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 18mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90109
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90110,Fraction acceleration <= 19 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 19mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90110
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90111,Fraction acceleration <= 20 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 20mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90111
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90112,Fraction acceleration <= 25 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 25mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90112
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90113,Fraction acceleration <= 30 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 30mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90113
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90114,Fraction acceleration <= 35 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 35mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90114
